timestamps,X,Y,Z,IR,RED
124.488,-0.165134,-0.091074,0.960781,122160,99651
124.5348,-0.144117,-0.089072,0.992807,122341,99653
124.5816,-0.171139,-0.090073,0.962782,122452,99679
124.6284,-0.168137,-0.090073,0.970789,122320,99669
124.6752,-0.179146,-0.101082,0.943767,122293,99715
124.722,-0.17214,-0.095077,0.956777,122374,99744
124.7688,-0.163133,-0.090073,0.969788,122582,99782
124.8156,-0.175142,-0.097079,0.950773,122793,99927
124.8624,-0.161131,-0.092075,0.973791,122992,99982
124.9092,-0.163133,-0.091074,0.977794,123125,99989
124.956,-0.165134,-0.088072,0.962782,123357,100117
125.0028,-0.163133,-0.090073,0.963783,123269,99787
125.0496,-0.16013,-0.095077,0.965785,122071,99417
125.0964,-0.165134,-0.095077,0.982799,121634,99402
125.1432,-0.170138,-0.092075,0.95978,121682,99450
125.19,-0.181147,-0.092075,0.952774,121868,99506
125.2368,-0.159129,-0.087071,0.963783,121968,99559
125.2836,-0.162132,-0.092075,0.965785,122098,99633
125.3304,-0.176143,-0.096078,0.949772,122217,99556
125.3772,-0.168137,-0.090073,0.950773,122077,99571
125.424,-0.163133,-0.09808,0.962782,122351,99725
125.4708,-0.16013,-0.100081,0.966785,122599,99801
125.5176,-0.141115,-0.085069,0.979796,122783,99822
125.5644,-0.174141,-0.092075,0.968787,122949,99884
125.6112,-0.177144,-0.091074,0.965785,123031,99876
125.658,-0.153124,-0.087071,0.986802,123163,99961
125.7048,-0.155126,-0.088072,0.980797,123169,99981
125.7516,-0.167136,-0.097079,0.960781,122710,99599
125.7984,-0.162132,-0.092075,0.955777,121747,99290
125.8452,-0.173141,-0.096078,0.953775,121483,99286
125.892,-0.164133,-0.090073,0.961781,121785,99519
125.9388,-0.177144,-0.091074,0.952774,121940,99523
125.9856,-0.177144,-0.097079,0.955777,121939,99536
126.0324,-0.166135,-0.09808,0.961781,121943,99466
126.0792,-0.163133,-0.091074,0.964784,121983,99509
126.126,-0.173141,-0.094076,0.944768,122037,99633
126.1728,-0.161131,-0.090073,0.951773,122278,99680
126.2196,-0.159129,-0.087071,0.958779,122496,99742
126.2664,-0.170138,-0.089072,0.962782,122604,99811
126.3132,-0.164133,-0.087071,0.980797,122691,99838
126.36,-0.163133,-0.092075,0.964784,122939,99908
126.4068,-0.170138,-0.092075,0.960781,122910,99613
126.4536,-0.162132,-0.095077,0.965785,121882,99270
126.5004,-0.17214,-0.09808,0.963783,121414,99269
126.5472,-0.159129,-0.088072,0.973791,121401,99306
126.594,-0.171139,-0.093076,0.965785,121509,99343
126.6408,-0.183149,-0.099081,0.941765,121625,99335
126.6876,-0.177144,-0.089072,0.962782,121742,99406
126.7344,-0.161131,-0.094076,0.958779,121835,99445
126.7812,-0.161131,-0.091074,0.980797,121832,99396
126.828,-0.162132,-0.095077,0.963783,122039,99562
126.8748,-0.150122,-0.08607,0.97279,122252,99655
126.9216,-0.151123,-0.092075,0.949772,122460,99676
126.9684,-0.144117,-0.091074,0.967786,122544,99747
127.0152,-0.154125,-0.088072,0.976794,122629,99772
127.062,-0.16013,-0.096078,0.979796,122643,99807
127.1088,-0.169137,-0.095077,0.960781,122811,99854
127.1556,-0.17214,-0.097079,0.955777,122989,99945
127.2024,-0.163133,-0.091074,0.97279,122796,99610
127.2492,-0.167136,-0.092075,0.975793,121664,99286
127.296,-0.165134,-0.091074,0.965785,121413,99279
127.3428,-0.163133,-0.092075,0.963783,121490,99368
127.3896,-0.163133,-0.092075,0.975793,121627,99356
127.4364,-0.159129,-0.088072,0.966785,121714,99445
127.4832,-0.155126,-0.093076,0.969788,121738,99466
127.53,-0.168137,-0.095077,0.966785,121734,99383
127.5768,-0.17214,-0.091074,0.950773,121776,99489
127.6236,-0.170138,-0.09808,0.954776,121921,99558
127.6704,-0.165134,-0.092075,0.957778,122137,99650
127.7172,-0.154125,-0.08607,0.97279,122321,99660
127.764,-0.166135,-0.091074,0.962782,122536,99768
127.8108,-0.165134,-0.091074,0.962782,122611,99763
127.8576,-0.167136,-0.092075,0.967786,122657,99832
127.9044,-0.168137,-0.095077,0.970789,122833,99855
127.9512,-0.165134,-0.091074,0.965785,122425,99488
127.998,-0.171139,-0.095077,0.957778,121524,99187
128.0448,-0.178145,-0.093076,0.940764,121313,99192
128.0916,-0.159129,-0.094076,0.948771,121335,99284
128.1384,-0.165134,-0.096078,0.960781,121445,99366
128.1852,-0.169137,-0.093076,0.980797,121568,99390
128.232,-0.168137,-0.090073,0.964784,121703,99383
128.2788,-0.169137,-0.088072,0.967786,121646,99416
128.3256,-0.169137,-0.091074,0.967786,121729,99478
128.3724,-0.170138,-0.102083,0.967786,121989,99527
128.4192,-0.177144,-0.09808,0.957778,122121,99614
128.466,-0.181147,-0.099081,0.962782,122324,99666
128.5128,-0.174141,-0.092075,0.970789,122380,99720
128.5596,-0.169137,-0.08607,0.964784,122474,99761
128.6064,-0.166135,-0.090073,0.949772,122589,99708
128.6532,-0.167136,-0.091074,0.957778,122717,99765
128.7,-0.162132,-0.093076,0.962782,122287,99390
128.7468,-0.178145,-0.09808,0.950773,121441,99190
128.7936,-0.178145,-0.091074,0.968787,121219,99229
128.8404,-0.164133,-0.089072,0.979796,121376,99246
128.8872,-0.163133,-0.097079,0.95978,121450,99299
128.934,-0.174141,-0.097079,0.940764,121484,99373
128.9808,-0.163133,-0.089072,0.980797,121701,99370
129.0276,-0.176143,-0.096078,0.943767,121654,99392
129.0744,-0.164133,-0.093076,0.954776,121632,99428
129.1212,-0.165134,-0.092075,0.962782,121711,99431
129.168,-0.158128,-0.093076,0.961781,122153,99650
129.2148,-0.145118,-0.090073,0.97279,122397,99640
129.2616,-0.159129,-0.087071,0.97179,122532,99719
129.3084,-0.152124,-0.091074,0.981798,122598,99800
129.3552,-0.155126,-0.089072,0.953775,122673,99749
129.402,-0.174141,-0.099081,0.964784,122735,99878
129.4488,-0.176143,-0.100081,0.941765,122926,99954
129.4956,-0.168137,-0.096078,0.94777,123153,99974
129.5424,-0.167136,-0.091074,0.942766,122773,99529
129.5892,-0.174141,-0.091074,0.934759,121553,99258
129.636,-0.16013,-0.092075,0.957778,121465,99307
129.6828,-0.164133,-0.095077,0.955777,121526,99384
129.7296,-0.156127,-0.091074,0.967786,121655,99444
129.7764,-0.164133,-0.093076,0.988803,121741,99443
129.8232,-0.168137,-0.095077,0.958779,121721,99413
129.87,-0.167136,-0.089072,0.968787,121694,99462
129.9168,-0.174141,-0.095077,0.953775,121848,99518
129.9636,-0.183149,-0.095077,0.964784,122060,99623
130.0104,-0.170138,-0.094076,0.950773,122259,99709
130.0572,-0.165134,-0.095077,0.949772,122444,99718
130.104,-0.166135,-0.094076,0.962782,122769,99874
130.1508,-0.173141,-0.096078,0.958779,122875,99900
130.1976,-0.157128,-0.088072,0.990805,122968,99923
130.2444,-0.14712,-0.084068,0.985801,123104,100041
130.2912,-0.161131,-0.087071,0.975793,123380,100095
130.338,-0.173141,-0.092075,0.95978,123544,100019
130.3848,-0.175142,-0.097079,0.940764,122450,99420
130.4316,-0.164133,-0.091074,0.968787,121514,99256
130.4784,-0.188153,-0.09808,0.924751,121391,99334
130.5252,-0.178145,-0.093076,0.950773,121537,99403
130.572,-0.164133,-0.092075,0.961781,121990,99479
130.6188,-0.149121,-0.094076,0.966785,121961,99506
130.6656,-0.161131,-0.093076,0.950773,121928,99500
130.7124,-0.159129,-0.08607,0.975793,121916,99552
130.7592,-0.155126,-0.090073,0.973791,122123,99655
130.806,-0.171139,-0.091074,0.950773,122365,99762
130.8528,-0.161131,-0.090073,0.963783,122641,99860
130.8996,-0.158128,-0.084068,0.941765,122849,99841
130.9464,-0.166135,-0.092075,0.945768,122959,99924
130.9932,-0.155126,-0.096078,0.939764,123115,99929
131.04,-0.164133,-0.092075,0.95978,123449,100175
131.0868,-0.16013,-0.096078,0.94777,123721,100112
131.1336,-0.177144,-0.09808,0.960781,123153,99567
131.1804,-0.167136,-0.093076,0.957778,121777,99293
131.2272,-0.161131,-0.09808,0.966785,121461,99378
131.274,-0.154125,-0.097079,0.977794,121628,99436
131.3208,-0.161131,-0.093076,0.955777,121847,99456
131.3676,-0.166135,-0.089072,0.965785,121867,99537
131.4144,-0.164133,-0.093076,0.967786,122053,99605
131.4612,-0.170138,-0.092075,0.973791,122131,99599
131.508,-0.163133,-0.093076,0.962782,122299,99679
131.5548,-0.159129,-0.085069,0.968787,122528,99790
131.6016,-0.161131,-0.092075,0.974792,122822,99842
131.6484,-0.156127,-0.094076,0.970789,123065,99923
131.6952,-0.161131,-0.089072,0.983799,123189,100064
131.742,-0.166135,-0.093076,0.979796,123280,100033
131.7888,-0.169137,-0.09808,0.95978,123340,100070
131.8356,-0.168137,-0.092075,0.977794,123485,100134
131.8824,-0.165134,-0.09808,0.975793,123648,100177
131.9292,-0.14712,-0.091074,0.965785,123345,99678
131.976,-0.164133,-0.096078,0.960781,121586,99358
132.0228,-0.159129,-0.096078,1.022831,121706,99493
132.0696,-0.162132,-0.092075,0.981798,121870,99536
132.1164,-0.153124,-0.089072,0.979796,122004,99546
132.1632,-0.161131,-0.088072,0.974792,122190,99635
132.21,-0.165134,-0.094076,0.956777,122215,99631
132.2568,-0.16013,-0.094076,0.960781,122139,99635
132.3036,-0.158128,-0.088072,0.949772,122175,99699
132.3504,-0.156127,-0.093076,0.968787,122430,99747
132.3972,-0.167136,-0.091074,0.956777,122677,99890
132.444,-0.164133,-0.09808,0.967786,123252,100051
132.4908,-0.165134,-0.094076,0.966785,123316,100088
132.5376,-0.158128,-0.091074,0.986802,123436,100165
132.5844,-0.166135,-0.094076,0.955777,123558,100238
132.6312,-0.157128,-0.093076,0.963783,123734,100249
132.678,-0.159129,-0.092075,0.960781,123530,99850
132.7248,-0.16013,-0.093076,0.973791,121997,99423
132.7716,-0.164133,-0.090073,0.951773,121592,99413
132.8184,-0.164133,-0.084068,0.964784,121702,99522
132.8652,-0.157128,-0.091074,0.969788,121919,99518
132.912,-0.157128,-0.092075,0.958779,122267,99688
132.9588,-0.161131,-0.085069,0.973791,122278,99710
133.0056,-0.158128,-0.092075,0.97279,122238,99716
133.0524,-0.16013,-0.094076,0.952774,122302,99719
133.0992,-0.173141,-0.092075,0.960781,122408,99820
133.146,-0.175142,-0.095077,0.958779,122695,99919
133.1928,-0.158128,-0.081066,0.979796,123012,100042
133.2396,-0.159129,-0.084068,0.982799,123260,100050
133.2864,-0.152124,-0.089072,0.981798,123411,100184
133.3332,-0.165134,-0.092075,0.955777,123561,100141
133.38,-0.165134,-0.092075,0.961781,123856,100358
133.4268,-0.166135,-0.091074,0.962782,124077,100276
133.4736,-0.155126,-0.092075,0.960781,123029,99609
133.5204,-0.173141,-0.104085,0.942766,121774,99428
133.5672,-0.16013,-0.094076,0.949772,121680,99484
133.614,-0.164133,-0.101082,0.944768,121938,99529
133.6608,-0.176143,-0.096078,0.956777,122151,99582
133.7076,-0.167136,-0.092075,0.960781,122258,99688
133.7544,-0.170138,-0.096078,0.963783,122429,99747
133.8012,-0.163133,-0.089072,0.980797,122452,99786
133.848,-0.167136,-0.094076,0.960781,122499,99843
133.8948,-0.171139,-0.093076,0.950773,122795,99930
133.9416,-0.151123,-0.090073,0.973791,123097,100030
133.9884,-0.167136,-0.099081,0.940764,123334,100119
134.0352,-0.163133,-0.095077,0.950773,123575,100176
134.082,-0.166135,-0.090073,0.948771,123720,100214
134.1288,-0.167136,-0.095077,0.94777,123730,100294
134.1756,-0.165134,-0.092075,0.941765,123860,100321
134.2224,-0.164133,-0.094076,0.956777,124056,100378
134.2692,-0.170138,-0.095077,0.952774,124022,99958
134.316,-0.166135,-0.090073,0.963783,121793,99555
134.3628,-0.14812,-0.091074,0.95978,122044,99642
134.4096,-0.149121,-0.090073,0.966785,122175,99691
134.4564,-0.157128,-0.092075,0.957778,122404,99810
134.5032,-0.161131,-0.094076,0.97279,122548,99829
134.55,-0.161131,-0.089072,0.976794,122471,99805
134.5968,-0.161131,-0.097079,0.95978,122435,99731
134.6436,-0.155126,-0.093076,0.982799,122531,99865
134.6904,-0.168137,-0.095077,0.965785,122784,99967
134.7372,-0.156127,-0.093076,0.97179,123052,100066
134.784,-0.165134,-0.089072,0.963783,123592,100226
134.8308,-0.177144,-0.091074,0.957778,123706,100281
134.8776,-0.159129,-0.089072,0.960781,123828,100320
134.9244,-0.171139,-0.093076,0.954776,123946,100264
134.9712,-0.16013,-0.093076,0.958779,122831,99652
135.018,-0.166135,-0.088072,0.976794,121844,99452
135.0648,-0.161131,-0.089072,0.965785,121805,99464
135.1116,-0.171139,-0.093076,0.93576,121920,99608
135.1584,-0.181147,-0.096078,0.944768,122129,99670
135.2052,-0.165134,-0.094076,0.964784,122234,99784
135.252,-0.163133,-0.093076,0.963783,122416,99727
135.2988,-0.161131,-0.096078,0.966785,122417,99780
135.3456,-0.157128,-0.091074,0.966785,122496,99865
135.3924,-0.151123,-0.090073,0.987803,122750,99972
135.4392,-0.156127,-0.091074,0.974792,123095,100022
135.486,-0.165134,-0.093076,0.960781,123267,100146
135.5328,-0.165134,-0.092075,0.970789,123492,100191
135.5796,-0.166135,-0.093076,0.964784,123532,100215
135.6264,-0.159129,-0.088072,0.962782,123606,100251
135.6732,-0.158128,-0.095077,0.961781,123822,100312
135.72,-0.162132,-0.095077,0.95978,121899,99444
135.7668,-0.166135,-0.095077,0.957778,121633,99483
135.8136,-0.163133,-0.096078,0.966785,121774,99563
135.8604,-0.16013,-0.097079,0.964784,122020,99571
135.9072,-0.16013,-0.087071,0.956777,122135,99648
135.954,-0.151123,-0.089072,0.956777,122238,99681
136.0008,-0.155126,-0.088072,0.980797,122247,99706
136.0476,-0.157128,-0.091074,0.949772,122185,99716
136.0944,-0.168137,-0.090073,0.962782,122274,99768
136.1412,-0.162132,-0.092075,0.951773,122471,99785
136.188,-0.164133,-0.094076,0.961781,123105,100105
136.2348,-0.181147,-0.099081,0.940764,123217,100091
136.2816,-0.157128,-0.090073,0.95978,123319,100131
136.3284,-0.170138,-0.09808,0.954776,123397,100173
136.3752,-0.159129,-0.092075,0.956777,123584,100250
136.422,-0.158128,-0.087071,0.961781,123608,100050
136.4688,-0.164133,-0.091074,0.973791,122339,99497
136.5156,-0.164133,-0.087071,0.973791,121715,99368
136.5624,-0.159129,-0.08607,0.94777,121708,99472
136.6092,-0.161131,-0.095077,0.952774,121789,99563
136.656,-0.164133,-0.089072,0.961781,122178,99655
136.7028,-0.156127,-0.08607,0.975793,122251,99630
136.7496,-0.166135,-0.093076,0.964784,122212,99653
136.7964,-0.179146,-0.087071,0.967786,122198,99709
136.8432,-0.165134,-0.095077,0.957778,122411,99751
136.89,-0.164133,-0.088072,0.951773,122586,99870
136.9368,-0.161131,-0.090073,0.945768,122803,100008
136.9836,-0.151123,-0.085069,0.97279,122997,100031
137.0304,-0.154125,-0.088072,0.961781,123119,100041
137.0772,-0.154125,-0.093076,0.97179,123251,100052
137.124,-0.162132,-0.092075,0.960781,123555,100214
137.1708,-0.163133,-0.089072,0.956777,123622,99963
137.2176,-0.145118,-0.088072,0.981798,122279,99519
137.2644,-0.161131,-0.091074,0.976794,121589,99422
137.3112,-0.138112,-0.08607,0.981798,121645,99513
137.358,-0.154125,-0.087071,0.967786,121817,99599
137.4048,-0.166135,-0.094076,0.952774,121941,99610
137.4516,-0.155126,-0.095077,0.985801,122049,99666
137.4984,-0.154125,-0.089072,0.980797,122192,99720
137.5452,-0.164133,-0.097079,0.976794,122149,99583
137.592,-0.163133,-0.089072,0.966785,122267,99707
137.6388,-0.159129,-0.089072,0.963783,122564,99801
137.6856,-0.180146,-0.09808,0.937762,122763,99885
137.7324,-0.165134,-0.093076,0.956777,122877,99977
137.7792,-0.170138,-0.092075,0.955777,122980,99971
137.826,-0.164133,-0.097079,0.958779,123051,100051
137.8728,-0.168137,-0.099081,0.952774,123180,100118
137.9196,-0.178145,-0.094076,0.954776,123253,99975
137.9664,-0.17214,-0.095077,0.946769,122318,99465
138.0132,-0.16013,-0.087071,0.963783,121612,99357
138.06,-0.163133,-0.090073,0.95978,121851,99543
138.1068,-0.180146,-0.089072,0.964784,121988,99576
138.1536,-0.176143,-0.093076,0.937762,122032,99639
138.2004,-0.17214,-0.09808,0.949772,122069,99605
138.2472,-0.179146,-0.096078,0.950773,121975,99614
138.294,-0.167136,-0.092075,0.952774,122061,99688
138.3408,-0.165134,-0.093076,0.958779,122266,99751
138.3876,-0.171139,-0.097079,0.948771,122500,99846
138.4344,-0.165134,-0.09808,0.958779,122692,99911
138.4812,-0.153124,-0.091074,0.967786,122898,99937
138.528,-0.162132,-0.09808,0.961781,123119,100050
138.5748,-0.157128,-0.092075,0.970789,123211,100058
138.6216,-0.180146,-0.095077,0.955777,122685,99597
138.6684,-0.174141,-0.097079,0.946769,121623,99377
138.7152,-0.17214,-0.090073,0.980797,121449,99388
138.762,-0.163133,-0.094076,0.960781,121558,99458
138.8088,-0.171139,-0.096078,0.950773,121728,99432
138.8556,-0.170138,-0.09808,0.94777,121724,99507
138.9024,-0.154125,-0.091074,0.974792,121856,99609
138.9492,-0.159129,-0.100081,0.974792,121950,99581
138.996,-0.163133,-0.093076,0.961781,122001,99617
139.0428,-0.165134,-0.090073,0.957778,122236,99645
139.0896,-0.161131,-0.090073,0.960781,122452,99728
139.1364,-0.173141,-0.102083,0.95978,122583,99885
139.1832,-0.158128,-0.094076,0.945768,122753,99860
139.23,-0.149121,-0.090073,0.964784,122843,99918
139.2768,-0.163133,-0.093076,0.955777,122918,99912
139.3236,-0.170138,-0.095077,0.964784,123063,99961
139.3704,-0.169137,-0.096078,0.956777,123183,99902
139.4172,-0.164133,-0.092075,0.976794,122266,99454
139.464,-0.162132,-0.091074,0.954776,121420,99349
139.5108,-0.162132,-0.090073,0.939764,121544,99371
139.5576,-0.18515,-0.099081,0.937762,121643,99429
139.6044,-0.156127,-0.090073,0.969788,121773,99500
139.6512,-0.159129,-0.088072,0.974792,121874,99488
139.698,-0.165134,-0.093076,0.952774,121869,99496
139.7448,-0.154125,-0.095077,0.954776,121797,99542
139.7916,-0.162132,-0.101082,0.940764,121951,99599
139.8384,-0.167136,-0.097079,0.927754,122166,99705
139.8852,-0.169137,-0.08607,0.954776,122371,99712
139.932,-0.162132,-0.091074,0.964784,122690,99848
139.9788,-0.16013,-0.089072,0.976794,122765,99853
140.0256,-0.159129,-0.095077,0.970789,122885,99911
140.0724,-0.156127,-0.089072,0.978795,123002,99968
140.1192,-0.166135,-0.091074,0.966785,122802,99637
140.166,-0.162132,-0.087071,0.980797,121647,99310
140.2128,-0.171139,-0.090073,0.954776,121330,99301
140.2596,-0.17214,-0.092075,0.942766,121400,99351
140.3064,-0.164133,-0.096078,0.960781,121517,99392
140.3532,-0.17214,-0.099081,0.937762,121613,99439
140.4,-0.164133,-0.096078,0.962782,121714,99451
140.4468,-0.180146,-0.097079,0.953775,121783,99467
140.4936,-0.179146,-0.097079,0.943767,121847,99538
140.5404,-0.17214,-0.091074,0.956777,122046,99638
140.5872,-0.174141,-0.092075,0.955777,122298,99657
140.634,-0.161131,-0.094076,0.968787,122497,99752
140.6808,-0.168137,-0.096078,0.969788,122537,99840
140.7276,-0.178145,-0.099081,0.960781,122651,99809
140.7744,-0.168137,-0.096078,0.967786,122740,99878
140.8212,-0.153124,-0.089072,0.957778,122930,99910
140.868,-0.16013,-0.092075,0.964784,121387,99228
140.9148,-0.16013,-0.099081,0.94777,121272,99286
140.9616,-0.162132,-0.094076,0.958779,121384,99320
141.0084,-0.149121,-0.096078,0.962782,121480,99388
141.0552,-0.165134,-0.094076,0.965785,121588,99402
141.102,-0.16013,-0.092075,0.967786,121779,99437
141.1488,-0.166135,-0.092075,0.955777,121733,99441
141.1956,-0.155126,-0.08607,0.969788,121742,99450
141.2424,-0.166135,-0.092075,0.943767,121759,99486
141.2892,-0.178145,-0.093076,0.944768,121966,99562
141.336,-0.165134,-0.091074,0.95978,122458,99768
141.3828,-0.159129,-0.094076,0.95978,122565,99789
141.4296,-0.154125,-0.093076,0.967786,122730,99791
141.4764,-0.157128,-0.088072,0.966785,122821,99823
141.5232,-0.155126,-0.092075,0.963783,122869,99929
141.57,-0.157128,-0.093076,0.955777,123025,99835
141.6168,-0.164133,-0.091074,0.949772,122202,99317
141.6636,-0.159129,-0.087071,0.974792,121354,99187
141.7104,-0.173141,-0.094076,0.962782,121247,99220
141.7572,-0.169137,-0.096078,0.961781,121345,99281
141.804,-0.163133,-0.089072,0.964784,121608,99389
141.8508,-0.154125,-0.083067,0.97279,121693,99400
141.8976,-0.157128,-0.093076,0.963783,121719,99406
141.9444,-0.150122,-0.090073,0.945768,121735,99494
141.9912,-0.171139,-0.089072,0.97179,121847,99564
142.038,-0.174141,-0.08607,0.965785,122050,99597
142.0848,-0.170138,-0.091074,0.945768,122282,99625
142.1316,-0.162132,-0.089072,0.952774,122448,99731
142.1784,-0.153124,-0.094076,0.962782,122556,99767
142.2252,-0.152124,-0.087071,0.97279,122679,99831
142.272,-0.164133,-0.094076,0.966785,122983,99945
142.3188,-0.169137,-0.097079,0.980797,123197,99968
142.3656,-0.170138,-0.093076,0.944768,122622,99492
142.4124,-0.159129,-0.091074,0.950773,121460,99217
142.4592,-0.174141,-0.097079,0.953775,121248,99247
142.506,-0.168137,-0.097079,0.960781,121358,99313
142.5528,-0.164133,-0.089072,0.951773,121497,99322
142.5996,-0.170138,-0.094076,0.9848,121508,99365
142.6464,-0.16013,-0.092075,0.975793,121647,99433
142.6932,-0.169137,-0.096078,0.966785,121808,99468
142.74,-0.165134,-0.093076,0.963783,121889,99559
142.7868,-0.171139,-0.092075,0.952774,122107,99593
142.8336,-0.169137,-0.094076,0.946769,122362,99694
142.8804,-0.163133,-0.094076,0.960781,122501,99777
142.9272,-0.175142,-0.102083,0.950773,122694,99843
142.974,-0.158128,-0.093076,0.962782,122847,99908
143.0208,-0.161131,-0.093076,0.956777,123021,99873
143.0676,-0.164133,-0.096078,0.943767,123022,99975
143.1144,-0.159129,-0.084068,0.9848,123226,100026
143.1612,-0.154125,-0.093076,0.973791,123452,100139
143.208,-0.167136,-0.095077,0.957778,121467,99217
143.2548,-0.174141,-0.093076,0.928755,121320,99274
143.3016,-0.165134,-0.094076,0.95978,121549,99344
143.3484,-0.156127,-0.089072,0.960781,121658,99397
143.3952,-0.169137,-0.096078,0.952774,121728,99472
143.442,-0.173141,-0.092075,0.955777,121952,99520
143.4888,-0.174141,-0.095077,0.969788,122017,99505
143.5356,-0.169137,-0.092075,0.966785,121935,99495
143.5824,-0.17214,-0.091074,0.955777,122034,99539
143.6292,-0.188153,-0.096078,0.950773,122230,99604
143.676,-0.167136,-0.091074,0.964784,122790,99822
143.7228,-0.153124,-0.087071,0.967786,122988,99906
143.7696,-0.165134,-0.089072,0.963783,123092,99944
143.8164,-0.153124,-0.092075,0.989804,123159,100023
143.8632,-0.176143,-0.099081,0.961781,123369,100075
143.91,-0.167136,-0.093076,0.980797,123370,99834
143.9568,-0.188153,-0.095077,0.960781,122139,99366
144.0036,-0.178145,-0.093076,0.95978,121472,99222
144.0504,-0.173141,-0.089072,0.95978,121515,99279
144.0972,-0.17214,-0.089072,0.958779,121711,99427
144.144,-0.165134,-0.090073,0.960781,122092,99577
144.1908,-0.161131,-0.095077,0.962782,122105,99568
144.2376,-0.167136,-0.095077,0.977794,122127,99503
144.2844,-0.169137,-0.100081,0.945768,122177,99550
144.3312,-0.164133,-0.099081,0.951773,122312,99694
144.378,-0.164133,-0.094076,0.965785,122587,99847
144.4248,-0.167136,-0.092075,0.970789,122880,99956
144.4716,-0.16013,-0.095077,0.97279,123113,100028
144.5184,-0.169137,-0.097079,0.961781,123274,100068
144.5652,-0.169137,-0.092075,0.954776,123371,100074
144.612,-0.164133,-0.094076,0.963783,123698,100166
144.6588,-0.161131,-0.091074,0.982799,123010,99562
144.7056,-0.171139,-0.09808,0.966785,121703,99276
144.7524,-0.167136,-0.097079,0.950773,121513,99278
144.7992,-0.165134,-0.09808,0.942766,121594,99413
144.846,-0.143116,-0.089072,0.966785,121776,99491
144.8928,-0.161131,-0.096078,0.968787,121909,99474
144.9396,-0.153124,-0.093076,0.967786,122147,99554
144.9864,-0.158128,-0.090073,0.964784,122166,99634
145.0332,-0.157128,-0.094076,0.965785,122128,99621
145.08,-0.16013,-0.094076,0.961781,122491,99742
145.1268,-0.141115,-0.087071,0.982799,122782,99873
145.1736,-0.162132,-0.094076,0.953775,122952,99974
145.2204,-0.171139,-0.096078,0.951773,123147,100041
145.2672,-0.169137,-0.096078,0.955777,123368,100020
145.314,-0.17214,-0.088072,0.957778,123366,100099
145.3608,-0.163133,-0.093076,0.963783,123460,100158
145.4076,-0.166135,-0.100081,0.939764,123685,100195
145.4544,-0.169137,-0.096078,0.937762,123881,100047
145.5012,-0.161131,-0.090073,0.94777,122505,99416
145.548,-0.162132,-0.095077,0.963783,121651,99438
145.5948,-0.155126,-0.088072,0.967786,121843,99538
145.6416,-0.158128,-0.092075,0.97279,121939,99566
145.6884,-0.161131,-0.094076,0.964784,122081,99612
145.7352,-0.153124,-0.089072,0.981798,122160,99616
145.782,-0.158128,-0.092075,0.968787,122142,99581
145.8288,-0.153124,-0.083067,0.9848,122220,99599
145.8756,-0.153124,-0.091074,0.9848,122358,99668
145.9224,-0.154125,-0.090073,0.97279,122600,99826
145.9692,-0.16013,-0.092075,0.966785,122830,99930
146.016,-0.162132,-0.092075,0.964784,123334,100114
146.0628,-0.169137,-0.099081,0.966785,123439,100074
146.1096,-0.161131,-0.08607,0.982799,123562,100130
146.1564,-0.158128,-0.090073,0.974792,123727,100208
146.2032,-0.162132,-0.091074,0.956777,123745,100059
146.25,-0.168137,-0.097079,0.949772,122433,99454
146.2968,-0.169137,-0.095077,0.963783,121667,99301
146.3436,-0.155126,-0.101082,0.963783,121625,99387
146.3904,-0.155126,-0.093076,0.95978,121834,99496
146.4372,-0.154125,-0.092075,0.955777,122007,99505
146.484,-0.167136,-0.095077,0.956777,122269,99637
146.5308,-0.168137,-0.096078,0.94777,122250,99604
146.5776,-0.167136,-0.091074,0.980797,122179,99682
146.6244,-0.169137,-0.096078,0.963783,122398,99740
146.6712,-0.164133,-0.094076,0.963783,122695,99813
146.718,-0.165134,-0.091074,0.963783,122944,99951
146.7648,-0.165134,-0.091074,0.965785,123172,100010
146.8116,-0.170138,-0.099081,0.956777,123239,100061
146.8584,-0.159129,-0.092075,0.975793,123377,100094
146.9052,-0.163133,-0.096078,0.961781,123439,100146
146.952,-0.164133,-0.091074,0.964784,122713,99546
146.9988,-0.168137,-0.091074,0.962782,121709,99337
147.0456,-0.159129,-0.095077,0.955777,121584,99428
147.0924,-0.164133,-0.094076,0.966785,121762,99517
147.1392,-0.155126,-0.092075,0.973791,121951,99500
147.186,-0.156127,-0.094076,0.97279,122068,99614
147.2328,-0.159129,-0.093076,0.973791,122206,99672
147.2796,-0.16013,-0.092075,0.961781,122252,99676
147.3264,-0.164133,-0.095077,0.958779,122203,99676
147.3732,-0.166135,-0.091074,0.970789,122261,99728
147.42,-0.164133,-0.095077,0.961781,122859,99948
147.4668,-0.175142,-0.093076,0.942766,123084,100042
147.5136,-0.168137,-0.095077,0.943767,123234,100021
147.5604,-0.170138,-0.097079,0.957778,123290,100087
147.6072,-0.171139,-0.101082,0.952774,123401,100137
147.654,-0.165134,-0.097079,0.956777,123543,100089
147.7008,-0.173141,-0.091074,0.956777,122714,99562
147.7476,-0.169137,-0.095077,0.954776,121687,99337
147.7944,-0.169137,-0.09808,0.945768,121533,99414
147.8412,-0.162132,-0.094076,0.966785,121716,99496
147.888,-0.165134,-0.094076,0.963783,122040,99582
147.9348,-0.175142,-0.093076,0.966785,122129,99616
