timestamps,IR,RED
442.2132,120777,98609
442.26,121142,98863
442.3068,121347,98886
442.3536,121511,98903
442.4004,121447,98890
442.4472,121386,98915
442.494,121505,99004
442.5408,121763,99078
442.5876,122011,99211
442.6344,122194,99273
442.6812,122369,99304
442.728,122576,99389
442.7748,122706,99470
442.8216,122686,99112
442.8684,121381,98690
442.9152,120790,98652
442.962,120826,98718
443.0088,121073,98791
443.0556,121239,98832
443.1024,121441,98881
443.1492,121530,98929
443.196,121438,98946
443.2428,121566,99060
443.2896,121832,99176
443.3364,122067,99251
443.3832,122243,99276
443.43,122388,99236
443.4768,122427,99348
443.5236,122514,99399
443.5704,122504,99173
443.6172,121375,98729
443.664,120841,98745
443.7108,121072,98746
443.7576,121176,98886
443.8044,121384,98927
443.8512,121393,98940
443.898,121322,98902
443.9448,121367,98925
443.9916,121532,99041
444.0384,121802,99097
444.0852,121975,99219
444.132,122322,99284
444.1788,122417,99360
444.2256,122531,99345
444.2724,122046,98910
444.3192,120884,98606
444.366,120634,98613
444.4128,120715,98676
444.4596,120893,98760
444.5064,120991,98774
444.5532,121154,98884
444.6,121186,98795
444.6468,121305,98884
444.6936,121451,99003
444.7404,121661,99072
444.7872,121924,99100
444.834,122014,99195
444.8808,122116,99232
444.9276,122227,99203
444.9744,122375,99286
445.0212,122518,99295
445.068,120523,98576
445.1148,120688,98689
445.1616,120867,98665
445.2084,120938,98755
445.2552,121156,98857
445.302,121161,98826
445.3488,121145,98834
445.3956,121213,98823
445.4424,121325,98958
445.4892,121607,99053
445.536,122087,99213
445.5828,122163,99226
445.6296,122288,99251
445.6764,122362,99298
445.7232,122470,99387
445.77,122689,99283
445.8168,121634,98749
445.8636,120696,98575
445.9104,120638,98627
445.9572,120828,98718
446.004,121313,98863
446.0508,121323,98802
446.0976,121199,98885
446.1444,121299,98918
446.1912,121458,99009
446.238,121780,99037
446.2848,121970,99120
446.3316,122096,99222
446.3784,122170,99200
446.4252,122288,99198
446.472,122025,98896
446.5188,120914,98555
446.5656,120632,98537
446.6124,120706,98645
446.6592,120881,98732
446.706,120926,98774
446.7528,121236,98807
446.7996,121274,98833
446.8464,121210,98792
446.8932,121215,98865
446.94,121733,99039
446.9868,122011,99158
447.0336,122175,99163
447.0804,122252,99240
447.1272,122330,99276
447.174,122372,99343
447.2208,122604,99374
447.2676,122216,98890
447.3144,120914,98587
447.3612,120593,98568
447.408,120963,98783
447.4548,121115,98843
447.5016,121251,98877
447.5484,121184,98827
447.5952,121300,98808
447.642,121403,99000
447.6888,121646,99090
447.7356,121888,99109
447.7824,122175,99178
447.8292,122335,99241
447.876,122665,99399
447.9228,122766,99353
447.9696,121816,98811
448.0164,120755,98582
448.0632,120683,98588
448.11,120807,98721
448.1568,121015,98804
448.2036,121184,98828
448.2504,121348,98923
448.2972,121440,98852
448.344,121514,99003
448.3908,121774,99046
448.4376,122093,99176
448.4844,122274,99231
448.5312,122405,99321
448.578,122515,99331
448.6248,122588,99375
448.6716,122759,99467
448.7184,122730,99178
448.7652,121398,98665
448.812,120880,98699
448.8588,121019,98806
448.9056,121185,98923
448.9524,121490,98971
448.9992,121457,98918
449.046,121346,98904
449.0928,121457,98933
449.1396,121689,99012
449.1864,121978,99132
449.2332,122243,99237
449.28,122646,99417
449.3268,122779,99442
449.3736,122396,99024
449.4204,121106,98591
449.4672,120722,98597
449.514,120757,98705
449.5608,121030,98788
449.6076,121157,98857
449.6544,121352,98943
449.7012,121497,98964
449.748,121582,99054
449.7948,121859,99181
449.8416,122120,99259
449.8884,122261,99284
449.9352,122407,99328
449.982,122566,99315
450.0288,122720,99365
450.0756,122827,99350
450.1224,122062,98870
450.1692,120846,98616
450.216,120939,98781
450.2628,121107,98853
450.3096,121294,98925
450.3564,121387,98898
450.4032,121353,98840
450.45,121329,98935
450.4968,121547,99047
450.5436,121828,99152
450.5904,122093,99240
450.6372,122311,99321
450.684,122581,99375
450.7308,122772,99359
450.7776,122560,98990
450.8244,121165,98625
450.8712,120614,98580
450.918,120713,98707
450.9648,120973,98797
451.0116,121187,98839
451.0584,121366,98936
451.1052,121458,98920
451.152,121529,98988
451.1988,121825,99112
451.2456,122012,99218
451.2924,122229,99297
451.3392,122395,99266
451.386,122493,99315
451.4328,122523,99362
451.4796,122444,99091
451.5264,121169,98662
451.5732,120659,98565
451.62,121035,98788
451.6668,121155,98893
451.7136,121398,98956
451.7604,121423,98825
451.8072,121337,98897
451.854,121360,98962
451.9008,121567,99036
451.9476,121849,99091
451.9944,122083,99150
452.0412,122181,99228
452.088,122386,99094
452.1348,121205,98666
452.1816,120616,98556
452.2284,120686,98601
452.2752,120881,98682
452.322,120960,98762
452.3688,121112,98873
452.4156,121332,98806
452.4624,121268,98780
452.5092,121224,98792
452.556,121624,99068
452.6028,121869,99076
452.6496,122032,99112
452.6964,122179,99162
452.7432,122220,99283
452.79,122339,99285
452.8368,122015,98876
452.8836,120863,98484
452.9304,120470,98533
452.9772,120594,98578
453.024,120947,98800
453.0708,121130,98769
453.1176,121112,98730
453.1644,121074,98768
453.2112,121154,98831
453.258,121326,98901
453.3048,121588,98992
453.3516,121733,99101
453.3984,121931,99136
453.4452,122046,99149
453.492,122309,99265
453.5388,122184,98972
453.5856,120970,98595
453.6324,120485,98543
453.6792,120578,98571
453.726,120737,98643
453.7728,120822,98713
453.8196,121034,98769
453.8664,121132,98789
453.9132,121075,98750
453.96,121294,98839
454.0068,121571,98993
454.0536,121779,99006
454.1004,121959,99083
454.1472,122067,99139
454.194,122098,99200
454.2408,122211,99244
454.2876,122379,99189
454.3344,121643,98752
454.3812,120621,98508
454.428,120827,98676
454.4748,120945,98770
454.5216,121166,98831
454.5684,121165,98742
454.6152,121065,98783
454.662,121123,98856
454.7088,121331,98927
454.7556,121574,99006
454.8024,121798,99043
454.8492,121871,99113
454.896,122246,99195
454.9428,122337,99072
454.9896,121346,98643
455.0364,120504,98477
455.0832,120466,98535
455.13,120623,98633
455.1768,120841,98682
455.2236,120947,98770
455.2704,121156,98783
455.3172,121126,98757
455.364,121394,98946
455.4108,121672,98952
455.4576,121877,99038
455.5044,122000,99156
455.5512,122085,99204
455.598,122181,99235
455.6448,122284,99212
455.6916,122011,98860
455.7384,120821,98441
455.7852,120484,98430
455.832,120769,98617
455.8788,120939,98729
455.9256,121048,98770
455.9724,121024,98736
456.0192,121045,98746
456.066,121190,98774
456.1128,121387,98883
456.1596,121572,98961
456.2064,121831,99022
456.2532,122016,99130
456.3,122214,99215
456.3468,122387,99284
456.3936,122003,98790
456.4404,120796,98446
456.4872,120458,98492
456.534,120605,98585
456.5808,120737,98649
456.6276,120930,98716
456.6744,121176,98737
456.7212,121194,98760
456.768,121185,98802
456.8148,121484,98921
456.8616,121631,99031
456.9084,121887,99098
456.9552,122023,99166
457.002,122142,99197
457.0488,122245,99237
457.0956,122369,99247
457.1424,121954,98820
457.1892,120736,98484
457.236,120673,98611
457.2828,120917,98649
457.3296,121053,98771
457.3764,121200,98813
457.4232,121136,98792
457.47,121096,98790
457.5168,121205,98830
457.5636,121424,98939
457.6104,121685,99068
457.6572,121889,99043
457.704,122296,99196
457.7508,122012,98874
457.7976,120806,98431
457.8444,120462,98448
457.8912,120496,98572
457.938,120725,98635
457.9848,120911,98711
458.0316,121052,98786
458.0784,121120,98779
458.1252,121110,98706
458.172,121385,98917
458.2188,121572,98977
458.2656,121794,99010
458.3124,121854,99088
458.3592,122121,99165
458.406,122289,99194
458.4528,122125,98939
458.4996,120880,98509
458.5464,120410,98392
458.5932,120483,98520
458.64,120949,98717
458.6868,121031,98786
458.7336,121066,98716
458.7804,121040,98759
458.8272,121199,98781
458.874,121406,98904
458.9208,121588,99035
458.9676,121863,99031
459.0144,121995,99111
459.0612,122085,99214
459.108,121231,98493
459.1548,120451,98435
459.2016,120427,98456
459.2484,120654,98555
459.2952,120773,98657
459.342,120924,98759
459.3888,121083,98758
459.4356,121084,98781
459.4824,121042,98721
459.5292,121186,98785
459.576,121851,99056
459.6228,122014,99081
459.6696,122101,99188
459.7164,122260,99252
459.7632,121907,98832
459.81,120665,98419
459.8568,120391,98398
459.9036,120474,98566
459.9504,120690,98674
459.9972,120851,98747
460.044,121064,98753
460.0908,121000,98734
460.1376,121120,98830
460.1844,121345,98923
460.2312,121609,98991
460.278,121708,99041
460.3248,121940,99104
460.3716,122073,99182
460.4184,122166,99097
460.4652,121380,98582
460.512,120383,98504
460.5588,120537,98595
460.6056,120682,98667
460.6524,120911,98772
460.6992,121040,98780
460.746,120970,98681
460.7928,121010,98707
460.8396,121046,98823
460.8864,121321,98956
460.9332,121584,98953
460.98,121909,99073
461.0268,122002,99095
461.0736,122104,99047
461.1204,121216,98554
461.1672,120319,98399
461.214,120225,98452
461.2608,120406,98542
461.3076,120541,98592
461.3544,120705,98638
461.4012,120843,98720
461.448,120854,98696
461.4948,120963,98788
461.5416,121172,98882
461.5884,121453,98896
461.6352,121654,98969
461.682,121770,99003
461.7288,121802,99078
461.7756,121913,99135
461.8224,122115,99077
461.8692,121578,98620
461.916,120355,98500
461.9628,120533,98606
462.0096,120749,98589
462.0564,120905,98681
462.1032,121031,98714
462.15,120957,98741
462.1968,120998,98739
462.2436,121062,98832
462.2904,121289,98887
462.3372,121525,98963
462.384,121883,99053
462.4308,122050,99097
462.4776,122154,99196
462.5244,122280,99139
462.5712,121663,98695
462.618,120472,98446
462.6648,120405,98512
462.7116,120552,98607
462.7584,120726,98669
462.8052,120925,98740
462.852,121068,98779
462.8988,121052,98778
462.9456,121138,98857
462.9924,121418,98978
463.0392,121683,98977
463.086,121859,99079
463.1328,121898,99119
463.1796,122095,99124
463.2264,122188,99237
463.2732,122229,99043
463.32,120465,98492
463.3668,120583,98627
463.4136,120794,98726
463.4604,120985,98795
463.5072,121177,98832
463.554,121215,98813
463.6008,121132,98798
463.6476,121166,98835
463.6944,121321,98927
463.7412,121536,99024
463.788,122040,99191
463.8348,122135,99164
463.8816,122275,99201
463.9284,122330,99266
463.9752,121970,98863
464.022,120743,98483
464.0688,120512,98533
464.1156,120620,98662
464.1624,120826,98733
464.2092,120933,98736
464.256,121146,98839
464.3028,121123,98812
464.3496,121218,98866
464.3964,121357,98966
464.4432,121647,99006
464.49,121871,99086
464.5368,122010,99203
464.5836,122111,99229
464.6304,122222,99207
464.6772,122336,99278
464.724,120596,98513
464.7708,120500,98589
464.8176,120722,98702
464.8644,120960,98739
464.9112,121109,98831
464.958,121259,98883
465.0048,121228,98875
465.0516,121171,98852
465.0984,121278,98903
465.1452,121472,98943
465.192,122012,99159
465.2388,122167,99189
465.2856,122269,99219
465.3324,122287,99289
465.3792,122379,99201
465.426,121449,98684
465.4728,120547,98546
465.5196,120536,98625
465.5664,120793,98748
465.6132,121001,98724
465.66,121326,98886
465.7068,121225,98800
465.7536,121200,98888
465.8004,121373,98965
465.8472,121663,99019
465.894,121903,99102
465.9408,122060,99159
465.9876,122088,99225
466.0344,122205,99283
466.0812,122377,99267
466.128,120534,98585
466.1748,120586,98597
466.2216,120781,98674
466.2684,120989,98721
466.3152,121141,98833
466.362,121290,98877
466.4088,121192,98864
466.4556,121161,98859
466.5024,121301,98877
466.5492,121498,98977
466.596,121947,99177
466.6428,122050,99229
466.6896,122177,99287
466.7364,122285,99307
466.7832,122147,98930
466.83,120938,98550
466.8768,120503,98541
466.9236,120571,98686
466.9704,120770,98739
467.0172,120908,98756
467.064,121125,98814
467.1108,121070,98870
467.1576,121151,98840
467.2044,121317,98941
467.2512,121577,99062
467.298,121711,99127
467.3448,121910,99180
467.3916,122034,99217
467.4384,122180,99252
467.4852,122276,99302
467.532,120508,98543
467.5788,120490,98630
467.6256,120700,98662
467.6724,120879,98699
467.7192,121008,98815
467.766,121230,98816
467.8128,121180,98805
467.8596,121024,98826
467.9064,121130,98914
467.9532,121410,98980
468,121924,99106
468.0468,122031,99187
468.0936,122107,99207
468.1404,122162,99274
468.1872,122300,99240
468.234,121502,98745
468.2808,120544,98497
468.3276,120454,98612
468.3744,120672,98669
468.4212,120842,98706
468.468,121180,98816
468.5148,121027,98835
468.5616,121085,98835
468.6084,121212,98922
468.6552,121448,99029
468.702,121679,99110
468.7488,121844,99170
468.7956,121978,99157
468.8424,122116,99238
468.8892,122174,99277
468.936,120527,98511
468.9828,120375,98573
469.0296,120648,98659
469.0764,120763,98746
469.1232,120951,98843
469.17,121169,98820
469.2168,121064,98814
469.2636,121072,98821
469.3104,121141,98845
469.3572,121357,99013
469.404,121883,99164
469.4508,121982,99199
469.4976,122040,99231
469.5444,122194,99285
469.5912,122296,99161
469.638,121273,98654
469.6848,120406,98498
469.7316,120444,98530
469.7784,120640,98646
469.8252,120787,98719
469.872,121048,98836
469.9188,121005,98790
469.9656,121113,98899
470.0124,121330,98919
470.0592,121566,98997
470.106,121748,99083
470.1528,121935,99092
470.1996,122024,99146
470.2464,122098,99207
470.2932,122213,99269
470.34,120613,98556
470.3868,120367,98563
470.4336,120520,98653
470.4804,120720,98732
470.5272,120849,98770
470.574,121007,98836
470.6208,121067,98814
470.6676,120986,98795
470.7144,121082,98856
470.7612,121227,98980
470.808,121841,99205
470.8548,122022,99193
470.9016,122127,99233
470.9484,122148,99272
470.9952,122338,99313
471.042,122466,99250
471.0888,121460,98719
471.1356,120499,98515
471.1824,120369,98598
471.2292,120646,98719
471.276,121161,98849
471.3228,121205,98867
471.3696,121062,98831
471.4164,121078,98882
471.4632,121301,98914
471.51,121588,99010
471.5568,121743,99139
471.6036,121961,99229
471.6504,122080,99257
471.6972,122206,99311
471.744,122352,99085
471.7908,121092,98571
471.8376,120374,98582
471.8844,120513,98638
471.9312,120783,98722
471.978,120981,98807
472.0248,121130,98915
472.0716,121231,98900
472.1184,121183,98800
472.1652,121058,98876
472.212,121788,99147
472.2588,122031,99176
472.3056,122141,99217
472.3524,122247,99284
472.3992,122322,99377
472.446,122365,99198
472.4928,121183,98658
472.5396,120376,98524
472.5864,120374,98606
472.6332,120647,98733
472.68,121063,98919
472.7268,121111,98846
472.7736,121055,98834
472.8204,121111,98832
472.8672,121304,98919
472.914,121562,99042
472.9608,121776,99132
473.0076,121945,99218
473.0544,122093,99200
473.1012,122171,99236
473.148,121725,98832
473.1948,120480,98521
473.2416,120317,98544
473.2884,120511,98594
473.3352,120711,98641
473.382,120845,98735
473.4288,120954,98831
473.4756,121005,98814
473.5224,120899,98793
473.5692,120948,98859
473.616,121649,99087
473.6628,121865,99213
473.7096,121959,99244
473.7564,122047,99215
473.8032,122166,99264
473.85,122283,99309
473.8968,121727,98852
473.9436,120531,98536
473.9904,120298,98549
474.0372,120495,98647
474.084,120882,98836
474.1308,121028,98866
474.1776,120934,98831
474.2244,120926,98812
474.2712,121056,98895
474.318,121292,99005
474.3648,121528,99074
474.4116,121709,99129
474.4584,121850,99137
474.5052,121953,99179
474.552,122197,99228
474.5988,121352,98635
474.6456,120354,98505
474.6924,120254,98591
474.7392,120470,98687
474.786,120651,98696
474.8328,120776,98837
474.8796,120983,98854
474.9264,120929,98747
474.9732,120834,98776
475.02,121264,99013
475.0668,121517,99036
475.1136,121602,99122
475.1604,121800,99117
475.2072,121839,99155
475.254,121924,99207
475.3008,121806,98938
475.3476,120633,98472
475.3944,120244,98451
475.4412,120221,98559
475.488,120650,98735
475.5348,120821,98799
475.5816,120827,98774
475.6284,120791,98716
475.6752,120793,98791
475.722,120961,98881
475.7688,121228,99008
475.8156,121442,99076
475.8624,121543,99062
475.9092,121703,99049
475.956,121910,99185
476.0028,121425,98762
476.0496,120348,98441
476.0964,120079,98486
476.1432,120209,98576
476.19,120357,98597
476.2368,120447,98635
476.2836,120609,98706
476.3304,120664,98631
476.3772,120659,98640
476.424,120931,98853
476.4708,121170,98871
476.5176,121360,98957
476.5644,121498,98994
476.6112,121519,99098
476.658,121628,99093
476.7048,121720,99123
476.7516,121827,99000
476.7984,120816,98513
476.8452,120114,98356
476.892,120286,98518
476.9388,120424,98598
476.9856,120578,98641
477.0324,120660,98619
477.0792,120571,98668
477.126,120609,98679
477.1728,120786,98766
477.2196,120967,98835
477.2664,121168,98924
477.3132,121311,98979
477.36,121510,99000
477.4068,121600,99086
477.4536,121599,98824
477.5004,120505,98431
477.5472,120001,98424
477.594,120054,98499
477.6408,120218,98578
477.6876,120313,98565
477.7344,120502,98648
477.7812,120583,98663
477.828,120591,98688
477.8748,120822,98730
477.9216,121038,98865
477.9684,121142,98913
478.0152,121263,98966
478.062,121378,99036
478.1088,121490,99039
478.1556,121632,99066
478.2024,121455,98732
478.2492,120419,98394
478.296,120132,98482
478.3428,120194,98532
478.3896,120327,98635
478.4364,120518,98673
478.4832,120529,98612
478.53,120483,98625
478.5768,120551,98680
478.6236,120712,98777
478.6704,120927,98865
478.7172,121163,98874
478.764,121428,99011
478.8108,121511,99064
478.8576,121645,99106
478.9044,121497,98789
478.9512,120357,98440
478.998,119957,98392
479.0448,120046,98449
479.0916,120155,98524
479.1384,120300,98555
479.1852,120440,98591
479.232,120533,98659
479.2788,120603,98750
479.3256,120796,98784
479.3724,121032,98847
479.4192,121170,98938
479.466,121378,98972
479.5128,121533,99059
479.5596,121603,99038
479.6064,121642,99077
479.6532,121861,99131
479.7,120010,98384
479.7468,120053,98480
479.7936,120294,98518
479.8404,120453,98548
479.8872,120629,98660
479.934,120740,98685
479.9808,120673,98727
480.0276,120661,98670
480.0744,120853,98738
480.1212,121041,98882
480.168,121537,99085
480.2148,121686,99030
480.2616,121752,99059
480.3084,121862,99103
480.3552,121965,99185
480.402,121573,98751
480.4488,120313,98437
480.4956,120098,98460
480.5424,120252,98521
480.5892,120403,98628
480.636,120849,98783
480.6828,120814,98735
480.7296,120751,98773
480.7764,120897,98884
480.8232,121124,98965
480.87,121372,99043
480.9168,121588,99118
480.9636,121731,99140
481.0104,121802,99163
481.0572,121884,99227
481.104,121649,98828
481.1508,120381,98480
481.1976,120108,98494
481.2444,120287,98589
481.2912,120500,98690
481.338,120624,98757
481.3848,120860,98774
481.4316,120916,98775
481.4784,120882,98794
481.5252,120926,98787
481.572,121438,99066
481.6188,121662,99173
481.6656,121855,99141
481.7124,121948,99206
481.7592,122055,99235
481.806,122100,99300
481.8528,122272,99318
481.8996,121642,98811
481.9464,120466,98576
481.9932,120290,98605
482.04,121137,98898
482.0868,121106,98927
482.1336,121226,98980
482.1804,121532,99093
482.2272,121760,99176
482.274,121972,99232
482.3208,122150,99299
482.3676,122160,99318
482.4144,122339,99372
482.4612,122380,99321
482.508,120438,98657
482.5548,120562,98680
482.6016,120810,98789
482.6484,120957,98864
482.6952,121146,98955
482.742,121314,98901
482.7888,121173,98895
482.8356,121212,98924
482.8824,121341,99057
482.9292,121573,99159
482.976,122086,99313
483.0228,122211,99364
483.0696,122295,99411
483.1164,122421,99339
483.1632,121568,98807
483.21,120538,98558
483.2568,120513,98608
483.3036,120691,98721
483.3504,120802,98821
483.3972,120927,98903
483.444,121100,98900
483.4908,121107,98925
483.5376,121187,99011
483.5844,121404,99091
483.6312,121640,99200
483.678,121885,99207
483.7248,121953,99266
483.7716,122057,99321
483.8184,122162,99325
483.8652,122245,99393
483.912,120482,98606
483.9588,120457,98677
484.0056,120643,98771
484.0524,120883,98817
484.0992,120953,98914
484.146,121151,98874
484.1928,121164,98845
484.2396,121137,98883
484.2864,121138,98969
484.3332,121327,99099
484.38,121845,99222
484.4268,121954,99292
484.4736,122062,99271
484.5204,122180,99277
484.5672,122283,99339
484.614,122033,99021
484.6608,120791,98631
484.7076,120431,98658
484.7544,120617,98744
484.8012,120847,98814
484.848,121197,98913
484.8948,121096,98926
484.9416,121067,98845
484.9884,121175,98943
485.0352,121344,99085
485.082,121550,99160
485.1288,121734,99217
485.1756,121852,99239
485.2224,121942,99188
485.2692,122059,99224
485.316,121055,98660
485.3628,120434,98637
485.4096,120514,98686
485.4564,120717,98750
485.5032,120830,98807
485.55,121016,98867
485.5968,121134,98843
485.6436,121057,98827
485.6904,121032,98852
485.7372,121107,98907
485.784,121580,99078
485.8308,121714,99156
485.8776,121776,99208
485.9244,121907,99266
485.9712,122005,99270
486.018,121745,98871
486.0648,120626,98611
486.1116,120357,98628
486.1584,120475,98643
486.2052,120632,98761
486.252,120944,98869
486.2988,120906,98794
486.3456,120896,98797
486.3924,120978,98864
486.4392,121139,98918
486.486,121354,98967
486.5328,121514,99043
486.5796,121641,99093
486.6264,121642,99142
486.6732,121792,99129
486.72,120785,98503
486.7668,120351,98521
486.8136,120411,98562
486.8604,120544,98694
486.9072,120655,98759
486.954,120807,98836
487.0008,120936,98761
487.0476,120867,98771
487.0944,120817,98792
487.1412,120930,98876
487.188,121426,99009
487.2348,121574,99086
487.2816,121645,99111
487.3284,121724,99135
487.3752,121843,99228
487.422,121967,99194
487.4688,121309,98697
487.5156,120390,98510
487.5624,120291,98551
487.6092,120421,98641
487.656,120874,98789
487.7028,120829,98785
487.7496,120826,98738
487.7964,120868,98797
487.8432,121037,98928
487.89,121243,98975
487.9368,121404,99010
487.9836,121540,99003
488.0304,121640,99023
488.0772,121740,99078
488.124,120623,98547
488.1708,120265,98454
488.2176,120369,98531
488.2644,120550,98605
488.3112,120606,98679
488.358,120787,98713
488.4048,120834,98730
488.4516,120834,98689
488.4984,120839,98746
488.5452,120905,98849
488.592,121442,99035
488.6388,121557,99096
488.6856,121643,99123
488.7324,121733,99154
488.7792,121817,98968
488.826,120962,98561
488.8728,120261,98424
488.9196,120246,98554
488.9664,120407,98590
489.0132,120506,98592
489.06,120773,98738
489.1068,120712,98699
489.1536,120756,98768
489.2004,120879,98811
489.2472,121082,98913
489.294,121271,98935
489.3408,121397,98993
489.3876,121500,99064
489.4344,121604,99058
489.4812,121708,99154
489.528,120980,98604
489.5748,120253,98472
489.6216,120291,98526
489.6684,120493,98642
489.7152,120618,98671
489.762,120726,98749
489.8088,120881,98728
489.8556,120908,98693
489.9024,120795,98747
489.9492,120915,98823
489.996,121589,99057
490.0428,121678,99111
490.0896,121799,99073
490.1364,121945,99166
490.1832,121997,99010
490.23,120936,98561
490.2768,120271,98474
490.3236,120375,98546
490.3704,120588,98654
490.4172,120677,98709
490.464,120966,98722
490.5108,120939,98734
490.5576,120991,98795
490.6044,121068,98933
490.6512,121339,99017
490.698,121550,99005
490.7448,121704,99082
490.7916,121751,99115
490.8384,121889,99138
490.8852,121997,99204
490.932,120343,98446
490.9788,120370,98571
491.0256,120542,98663
491.0724,120718,98719
491.1192,120874,98814
491.166,121045,98839
491.2128,121005,98808
491.2596,121023,98775
491.3064,121124,98847
491.3532,121240,98958
491.4,121839,99165
491.4468,121922,99162
491.4936,122050,99159
491.5404,122184,99222
491.5872,122120,99012
491.634,120941,98517
491.6808,120350,98517
491.7276,120412,98619
491.7744,120623,98654
491.8212,120786,98704
491.868,121027,98838
491.9148,121019,98753
491.9616,121031,98910
492.0084,121222,98943
492.0552,121387,99051
492.102,121650,99123
492.1488,121809,99209
492.1956,121952,99246
492.2424,122022,99216
492.2892,122160,99245
492.336,121384,98715
492.3828,120475,98579
492.4296,120465,98626
492.4764,120689,98759
492.5232,120909,98753
492.57,121005,98886
492.6168,121179,98922
492.6636,121197,98936
492.7104,121162,98875
492.7572,121213,99002
492.804,121838,99222
492.8508,122025,99207
492.8976,122191,99263
492.9444,122242,99345
492.9912,122350,99363
493.038,122429,99419
493.0848,122644,99402
493.1316,122096,98875
493.1784,120689,98621
493.2252,120555,98633
493.272,121120,98907
493.3188,121262,99024
493.3656,121456,99045
493.4124,121368,98976
493.4592,121339,98937
493.506,121477,99034
493.5528,121699,99146
493.5996,121883,99243
493.6464,122107,99326
493.6932,122319,99353
493.74,122494,99437
493.7868,122565,99328
493.8336,121498,98811
493.8804,120630,98634
493.9272,120706,98717
493.974,120979,98845
494.0208,121114,98945
494.0676,121313,99093
494.1144,121552,99057
494.1612,121447,99028
494.208,121559,99155
494.2548,121903,99207
494.3016,122148,99305
494.3484,122322,99395
494.3952,122413,99393
494.442,122550,99479
494.4888,122702,99450
494.5356,122657,99274
494.5824,121379,98714
494.6292,120672,98646
494.676,121067,98877
494.7228,121200,98989
494.7696,121446,99014
494.8164,121488,99013
494.8632,121332,99020
494.91,121423,99055
494.9568,121620,99122
495.0036,121889,99265
495.0504,122073,99350
495.0972,122300,99459
495.144,122555,99488
495.1908,122675,99569
495.2376,122775,99395
495.2844,121519,98807
495.3312,120673,98709
495.378,120697,98815
495.4248,120954,98918
495.4716,121206,98972
495.5184,121360,99110
495.5652,121507,99106
495.612,121436,99113
495.6588,121614,99164
495.7056,121856,99315
495.7524,122096,99409
495.7992,122301,99404
495.846,122451,99467
495.8928,122531,99443
495.9396,122586,99542
495.9864,122726,99573
496.0332,122342,99048
496.08,120686,98791
496.1268,121025,98925
496.1736,121200,98970
496.2204,121418,99090
496.2672,121502,99124
496.314,121414,99073
496.3608,121368,99036
496.4076,121424,99148
496.4544,121712,99281
496.5012,121989,99321
496.548,122344,99477
496.5948,122437,99481
496.6416,122526,99507
496.6884,122559,99312
496.7352,121329,98817
496.782,120633,98691
496.8288,120613,98811
496.8756,120942,98882
496.9224,121100,99015
496.9692,121262,99065
497.016,121310,99018
497.0628,121295,99108
497.1096,121528,99200
497.1564,121789,99275
497.2032,122049,99335
497.25,122129,99393
497.2968,122250,99451
497.3436,122398,99426
497.3904,122453,99500
497.4372,122596,99372
497.484,120515,98732
497.5308,120636,98808
497.5776,120813,98882
497.6244,120963,98969
497.6712,121196,98982
497.718,121290,99022
497.7648,121230,98971
497.8116,121172,99020
497.8584,121365,99067
497.9052,121571,99180
497.952,122057,99358
497.9988,122211,99339
498.0456,122277,99398
498.0924,122354,99495
498.1392,122488,99549
498.186,122305,99179
498.2328,120955,98762
498.2796,120525,98657
498.3264,120630,98793
498.3732,120887,98881
498.42,121286,98982
498.4668,121204,98983
498.5136,121179,99048
498.5604,121362,99156
498.6072,121599,99237
498.654,121824,99306
498.7008,121991,99353
498.7476,122095,99393
498.7944,122212,99426
498.8412,122293,99467
498.888,122388,99215
498.9348,121040,98793
498.9816,120499,98694
499.0284,120613,98845
499.0752,120861,98943
499.122,121034,98950
499.1688,121286,99060
499.2156,121338,98986
499.2624,121156,99002
499.3092,121166,99005
499.356,121757,99251
499.4028,121948,99296
499.4496,122035,99382
499.4964,122165,99424
499.5432,122262,99403
499.59,122402,99472
499.6368,122474,99257
499.6836,121222,98815
499.7304,120480,98699
499.7772,120522,98724
499.824,120983,98969
499.8708,121242,99025
499.9176,121249,98984
499.9644,121123,98991
500.0112,121155,99048
500.058,121373,99133
500.1048,121646,99230
500.1516,121870,99290
500.1984,122049,99357
500.2452,122108,99388
500.292,122385,99496
500.3388,122317,99254
500.3856,121022,98740
500.4324,120425,98612
500.4792,120552,98716
500.526,120752,98807
500.5728,120803,98932
500.6196,121007,98990
500.6664,121132,99021
500.7132,121133,98920
500.76,121316,99094
500.8068,121557,99214
500.8536,121730,99319
500.9004,121959,99382
500.9472,122100,99352
500.994,122112,99406
501.0408,122212,99444
501.0876,122453,99457
501.1344,122344,99110
501.1812,120926,98730
501.228,120595,98757
501.2748,120827,98871
501.3216,120942,98967
501.3684,121107,99011
501.4152,121072,98991
501.462,121085,98990
501.5088,121181,99011
501.5556,121390,99132
501.6024,121605,99220
501.6492,121766,99315
501.696,122125,99408
501.7428,122235,99415
501.7896,122365,99425
501.8364,121735,98964
501.8832,120618,98639
501.93,120329,98713
501.9768,120573,98828
502.0236,120759,98909
502.0704,120919,98999
502.1172,121173,98974
502.164,121063,99029
502.2108,121304,99166
502.2576,121578,99158
502.3044,121741,99268
502.3512,121878,99321
502.398,122007,99374
502.4448,122140,99434
502.4916,122268,99354
502.5384,121786,98959
502.5852,120557,98670
502.632,120600,98828
502.6788,120746,98875
502.7256,120946,98946
502.7724,121048,98983
