time(second),IR,RED,,,,,,,,,
73.34,217578,232415,,,,,,,,,
73.36,217579,232373,,,,,,,,,
73.38,217565,232307,,,,,,,,,
73.4,217499,232232,,,,,,,,,
73.42,217508,232331,,,,,,,,,
73.44,217611,232315,,,,,,,,,
73.46,217542,232312,,,,,,,,,
73.48,217562,232362,,,,,,,,,
73.5,217613,232386,,,,,,,,,
73.52,217499,232416,,,,,,,,,
73.54,217484,232368,,,,,,,,,
73.56,217572,232422,,,,,,,,,
73.58,217545,232401,,,,,,,,,
73.6,217492,232412,,,,,,,,,
73.62,217584,232422,,,,,,,,,
73.64,217564,232491,,,,,,,,,
73.66,217516,232455,,,,,,,,,
73.68,217605,232524,,,,,,,,,
73.7,217602,232579,,,,,,,,,
73.72,217539,232594,,,,,,,,,
73.74,217621,232626,,,,,,,,,
73.76,217674,232656,,,,,,,,,
73.78,217615,232718,,,,,,,,,
73.8,217676,232728,,,,,,,,,
73.82,217724,232770,,,,,,,,,
73.84,217628,232831,,,,,,,,,
73.86,217685,232791,,,,,,,,,
73.88,217780,232875,,,,,,,,,
73.9,217644,232944,,,,,,,,,
73.92,217727,232929,,,,,,,,,
73.94,217888,232975,,,,,,,,,
73.96,217713,233039,,,,,,,,,
73.98,217758,233005,,,,,,,,,
74,217906,233087,,,,,,,,,
74.02,217745,233171,,,,,,,,,
74.04,217804,233320,,,,,,,,,
74.06,217982,233198,,,,,,,,,
74.08,217883,233263,,,,,,,,,
74.1,217842,233431,,,,,,,,,
74.12,218026,233266,,,,,,,,,
74.14,217858,233155,,,,,,,,,
74.16,217785,233075,,,,,,,,,
74.18,217840,232682,,,,,,,,,
74.2,217675,232534,,,,,,,,,
74.22,217542,232438,,,,,,,,,
74.24,217651,232224,,,,,,,,,
74.26,217468,232089,,,,,,,,,
74.28,217457,232025,,,,,,,,,
74.3,217492,231916,,,,,,,,,
74.32,217408,231790,,,,,,,,,
74.34,217374,231846,,,,,,,,,
74.36,217427,231802,,,,,,,,,
74.38,217323,231825,,,,,,,,,
74.4,217438,231868,,,,,,,,,
74.42,217366,231938,,,,,,,,,
74.44,217469,231921,,,,,,,,,
74.46,217394,231934,,,,,,,,,
74.48,217457,231958,,,,,,,,,
74.5,217351,231955,,,,,,,,,
74.52,217483,231935,,,,,,,,,
74.54,217369,231919,,,,,,,,,
74.56,217440,231905,,,,,,,,,
74.58,217389,232014,,,,,,,,,
74.6,217445,232010,,,,,,,,,
74.62,217441,232047,,,,,,,,,
74.64,217422,232042,,,,,,,,,
74.66,217618,232093,,,,,,,,,
74.68,217379,232204,,,,,,,,,
74.7,217564,232170,,,,,,,,,
74.72,217440,232239,,,,,,,,,
74.74,217517,232262,,,,,,,,,
74.76,217567,232283,,,,,,,,,
74.78,217478,232355,,,,,,,,,
74.8,217612,232383,,,,,,,,,
74.82,217576,232390,,,,,,,,,
74.84,217530,232508,,,,,,,,,
74.86,217702,232423,,,,,,,,,
74.88,217620,232525,,,,,,,,,
74.9,217579,232644,,,,,,,,,
74.92,217753,232526,,,,,,,,,
74.94,217659,232635,,,,,,,,,
74.96,217656,232745,,,,,,,,,
74.98,217800,232722,,,,,,,,,
75,217684,232719,,,,,,,,,
75.02,217750,232839,,,,,,,,,
75.04,217794,232858,,,,,,,,,
75.06,217757,232914,,,,,,,,,
75.08,217760,233030,,,,,,,,,
75.1,217901,232961,,,,,,,,,
75.12,217757,232978,,,,,,,,,
75.14,217768,232885,,,,,,,,,
75.16,217818,232637,,,,,,,,,
75.18,217641,232312,,,,,,,,,
75.2,217564,232163,,,,,,,,,
75.22,217541,231961,,,,,,,,,
75.24,217421,231809,,,,,,,,,
75.26,217383,231743,,,,,,,,,
75.28,217426,231580,,,,,,,,,
75.3,217274,231474,,,,,,,,,
75.32,217275,231456,,,,,,,,,
75.34,217333,231391,,,,,,,,,
75.36,217169,231428,,,,,,,,,
75.38,217272,231446,,,,,,,,,
75.4,217181,231484,,,,,,,,,
75.42,217293,231501,,,,,,,,,
75.44,217213,231526,,,,,,,,,
75.46,217306,231492,,,,,,,,,
75.48,217149,231509,,,,,,,,,
75.5,217307,231490,,,,,,,,,
75.52,217153,231512,,,,,,,,,
75.54,217276,231499,,,,,,,,,
75.56,217284,231462,,,,,,,,,
75.58,217245,231531,,,,,,,,,
75.6,217415,231551,,,,,,,,,
75.62,217254,231575,,,,,,,,,
75.64,217374,231592,,,,,,,,,
75.66,217288,231635,,,,,,,,,
75.68,217359,231679,,,,,,,,,
75.7,217354,231698,,,,,,,,,
75.72,217332,231856,,,,,,,,,
75.74,217509,231778,,,,,,,,,
75.76,217363,231825,,,,,,,,,
75.78,217408,231845,,,,,,,,,
75.8,217451,231836,,,,,,,,,
75.82,217413,231909,,,,,,,,,
75.84,217493,231917,,,,,,,,,
75.86,217470,231970,,,,,,,,,
75.88,217459,232070,,,,,,,,,
75.9,217590,232062,,,,,,,,,
75.92,217525,232051,,,,,,,,,
75.94,217574,232143,,,,,,,,,
75.96,217610,232190,,,,,,,,,
75.98,217581,232193,,,,,,,,,
76,217602,232331,,,,,,,,,
76.02,217704,232333,,,,,,,,,
76.04,217613,232305,,,,,,,,,
76.06,217650,232304,,,,,,,,,
76.08,217641,232121,,,,,,,,,
76.1,217522,231842,,,,,,,,,
76.12,217425,231662,,,,,,,,,
76.14,217426,231390,,,,,,,,,
76.16,217268,231134,,,,,,,,,
76.18,217232,231064,,,,,,,,,
76.2,217229,230885,,,,,,,,,
76.22,217136,230790,,,,,,,,,
76.24,217091,230788,,,,,,,,,
76.26,217163,230640,,,,,,,,,
76.28,217048,230590,,,,,,,,,
76.3,217079,230696,,,,,,,,,
76.32,217160,230709,,,,,,,,,
76.34,217101,230666,,,,,,,,,
76.36,217143,230721,,,,,,,,,
76.38,217195,230692,,,,,,,,,
76.4,217103,230714,,,,,,,,,
76.42,217136,230735,,,,,,,,,
76.44,217227,230708,,,,,,,,,
76.46,217142,230633,,,,,,,,,
76.48,217140,230701,,,,,,,,,
76.5,217221,230754,,,,,,,,,
76.52,217158,230700,,,,,,,,,
76.54,217198,230810,,,,,,,,,
76.56,217264,230835,,,,,,,,,
76.58,217205,230791,,,,,,,,,
76.6,217222,230891,,,,,,,,,
76.62,217288,230944,,,,,,,,,
76.64,217287,230987,,,,,,,,,
76.66,217229,230977,,,,,,,,,
76.68,217336,231042,,,,,,,,,
76.7,217350,231112,,,,,,,,,
76.72,217322,231131,,,,,,,,,
76.74,217406,231183,,,,,,,,,
76.76,217414,231248,,,,,,,,,
76.78,217392,231201,,,,,,,,,
76.8,217461,231284,,,,,,,,,
76.82,217455,231334,,,,,,,,,
76.84,217393,231399,,,,,,,,,
76.86,217501,231383,,,,,,,,,
76.88,217581,231471,,,,,,,,,
76.9,217476,231546,,,,,,,,,
76.92,217577,231579,,,,,,,,,
76.94,217620,231632,,,,,,,,,
76.96,217573,231677,,,,,,,,,
76.98,217634,231633,,,,,,,,,
77,217664,231512,,,,,,,,,
77.02,217454,231276,,,,,,,,,
77.04,217426,230928,,,,,,,,,
77.06,217492,230631,,,,,,,,,
77.08,217154,230404,,,,,,,,,
77.1,217154,230113,,,,,,,,,
77.12,217231,229970,,,,,,,,,
77.14,216972,229833,,,,,,,,,
77.16,216985,229676,,,,,,,,,
77.18,217103,229501,,,,,,,,,
77.2,216922,229444,,,,,,,,,
77.22,216879,229482,,,,,,,,,
77.24,217048,229357,,,,,,,,,
77.26,216979,229409,,,,,,,,,
77.28,216926,229515,,,,,,,,,
77.3,217077,229360,,,,,,,,,
77.32,216979,229400,,,,,,,,,
77.34,216951,229444,,,,,,,,,
77.36,217071,229377,,,,,,,,,
77.38,216924,229313,,,,,,,,,
77.4,216975,229371,,,,,,,,,
77.42,217027,229374,,,,,,,,,
77.44,216953,229318,,,,,,,,,
77.46,217021,229439,,,,,,,,,
77.48,217091,229463,,,,,,,,,
77.5,217041,229447,,,,,,,,,
77.52,217087,229561,,,,,,,,,
77.54,217157,229575,,,,,,,,,
77.56,217120,229535,,,,,,,,,
77.58,217122,229637,,,,,,,,,
77.6,217193,229683,,,,,,,,,
77.62,217169,229755,,,,,,,,,
77.64,217114,229766,,,,,,,,,
77.66,217231,229838,,,,,,,,,
77.68,217223,229874,,,,,,,,,
77.7,217240,229918,,,,,,,,,
77.72,217313,229973,,,,,,,,,
77.74,217308,230044,,,,,,,,,
77.76,217265,230039,,,,,,,,,
77.78,217344,230126,,,,,,,,,
77.8,217383,230191,,,,,,,,,
77.82,217349,230166,,,,,,,,,
77.84,217432,230272,,,,,,,,,
77.86,217468,230350,,,,,,,,,
77.88,217399,230353,,,,,,,,,
77.9,217504,230462,,,,,,,,,
77.92,217488,230530,,,,,,,,,
77.94,217449,230579,,,,,,,,,
77.96,217524,230490,,,,,,,,,
77.98,217566,230294,,,,,,,,,
78,217333,230007,,,,,,,,,
78.02,217254,229646,,,,,,,,,
78.04,217206,229329,,,,,,,,,
78.06,216993,229093,,,,,,,,,
78.08,216989,228789,,,,,,,,,
78.1,217026,228628,,,,,,,,,
78.12,216830,228460,,,,,,,,,
78.14,216797,228285,,,,,,,,,
78.16,216879,228128,,,,,,,,,
78.18,216697,228036,,,,,,,,,
78.2,216672,228109,,,,,,,,,
78.22,216836,228005,,,,,,,,,
78.24,216714,228032,,,,,,,,,
78.26,216701,228151,,,,,,,,,
78.28,216855,227983,,,,,,,,,
78.3,216770,228026,,,,,,,,,
78.32,216745,228058,,,,,,,,,
78.34,216844,228017,,,,,,,,,
78.36,216748,227967,,,,,,,,,
78.38,216753,228069,,,,,,,,,
78.4,216862,228025,,,,,,,,,
78.42,216782,228060,,,,,,,,,
78.44,216794,228168,,,,,,,,,
78.46,216941,228154,,,,,,,,,
78.48,216842,228165,,,,,,,,,
78.5,216913,228265,,,,,,,,,
78.52,216952,228281,,,,,,,,,
78.54,216921,228334,,,,,,,,,
78.56,216962,228483,,,,,,,,,
78.58,217081,228442,,,,,,,,,
78.6,216976,228498,,,,,,,,,
78.62,217037,228613,,,,,,,,,
78.64,217132,228659,,,,,,,,,
78.66,217031,228621,,,,,,,,,
78.68,217087,228755,,,,,,,,,
78.7,217138,228814,,,,,,,,,
78.72,217084,228880,,,,,,,,,
78.74,217084,228910,,,,,,,,,
78.76,217197,229002,,,,,,,,,
78.78,217168,229063,,,,,,,,,
78.8,217145,229066,,,,,,,,,
78.82,217250,229187,,,,,,,,,
78.84,217234,229272,,,,,,,,,
78.86,217198,229317,,,,,,,,,
78.88,217314,229392,,,,,,,,,
78.9,217361,229461,,,,,,,,,
78.92,217304,229546,,,,,,,,,
78.94,217375,229547,,,,,,,,,
78.96,217368,229489,,,,,,,,,
78.98,217262,229228,,,,,,,,,
79,217198,228879,,,,,,,,,
79.02,217104,228538,,,,,,,,,
79.04,216876,228263,,,,,,,,,
79.06,216838,227904,,,,,,,,,
79.08,216878,227740,,,,,,,,,
79.1,216637,227556,,,,,,,,,
79.12,216639,227309,,,,,,,,,
79.14,216721,227189,,,,,,,,,
79.16,216496,227076,,,,,,,,,
79.18,216491,226974,,,,,,,,,
79.2,216674,227014,,,,,,,,,
79.22,216428,227163,,,,,,,,,
79.24,216742,227072,,,,,,,,,
79.26,216469,227212,,,,,,,,,
79.28,216743,227100,,,,,,,,,
79.3,216470,227195,,,,,,,,,
79.32,216740,227097,,,,,,,,,
79.34,216487,227190,,,,,,,,,
79.36,216742,227095,,,,,,,,,
79.38,216594,227126,,,,,,,,,
79.4,216687,227145,,,,,,,,,
79.42,216659,227223,,,,,,,,,
79.44,216704,227244,,,,,,,,,
79.46,216675,227306,,,,,,,,,
79.48,216706,227331,,,,,,,,,
79.5,216871,227383,,,,,,,,,
79.52,216734,227506,,,,,,,,,
79.54,216854,227539,,,,,,,,,
79.56,216789,227607,,,,,,,,,
79.58,216839,227656,,,,,,,,,
79.6,216991,227738,,,,,,,,,
79.62,216860,227754,,,,,,,,,
79.64,216928,227856,,,,,,,,,
79.66,216917,227937,,,,,,,,,
79.68,216919,227933,,,,,,,,,
79.7,216986,228027,,,,,,,,,
79.72,216979,228115,,,,,,,,,
79.74,216934,228104,,,,,,,,,
79.76,217037,228205,,,,,,,,,
79.78,217037,228299,,,,,,,,,
79.8,217002,228357,,,,,,,,,
79.82,217111,228412,,,,,,,,,
79.84,217179,228498,,,,,,,,,
79.86,217119,228605,,,,,,,,,
79.88,217168,228603,,,,,,,,,
79.9,217291,228645,,,,,,,,,
79.92,217128,228543,,,,,,,,,
79.94,217075,228209,,,,,,,,,
79.96,217039,227880,,,,,,,,,
79.98,216758,227574,,,,,,,,,
80,216748,227236,,,,,,,,,
80.02,216795,227039,,,,,,,,,
80.04,216579,226871,,,,,,,,,
80.06,216543,226642,,,,,,,,,
80.08,216620,226525,,,,,,,,,
80.1,216372,226473,,,,,,,,,
80.12,216431,226401,,,,,,,,,
80.14,216466,226447,,,,,,,,,
80.16,216421,226492,,,,,,,,,
80.18,216506,226524,,,,,,,,,
80.2,216529,226556,,,,,,,,,
80.22,216475,226585,,,,,,,,,
80.24,216552,226590,,,,,,,,,
80.26,216558,226583,,,,,,,,,
80.28,216485,226548,,,,,,,,,
80.3,216582,226621,,,,,,,,,
80.32,216571,226617,,,,,,,,,
80.34,216571,226689,,,,,,,,,
80.36,216624,226754,,,,,,,,,
80.38,216642,226795,,,,,,,,,
80.4,216592,226796,,,,,,,,,
80.42,216691,226903,,,,,,,,,
80.44,216691,227008,,,,,,,,,
80.46,216702,227019,,,,,,,,,
80.48,216758,227114,,,,,,,,,
80.5,216767,227193,,,,,,,,,
80.52,216760,227259,,,,,,,,,
80.54,216807,227271,,,,,,,,,
80.56,216910,227388,,,,,,,,,
80.58,216817,227440,,,,,,,,,
80.6,216882,227508,,,,,,,,,
80.62,216972,227559,,,,,,,,,
80.64,216894,227656,,,,,,,,,
80.66,216972,227728,,,,,,,,,
80.68,216974,227721,,,,,,,,,
80.7,217009,227856,,,,,,,,,
80.72,217053,227939,,,,,,,,,
80.74,217042,227976,,,,,,,,,
80.76,217090,228091,,,,,,,,,
80.78,217142,227952,,,,,,,,,
80.8,216975,227743,,,,,,,,,
80.82,216884,227519,,,,,,,,,
80.84,216903,227015,,,,,,,,,
80.86,216647,226743,,,,,,,,,
80.88,216563,226585,,,,,,,,,
80.9,216630,226190,,,,,,,,,
80.92,216360,226056,,,,,,,,,
80.94,216343,225810,,,,,,,,,
80.96,216437,225700,,,,,,,,,
80.98,216204,225614,,,,,,,,,
81,216238,225520,,,,,,,,,
81.02,216338,225579,,,,,,,,,
81.04,216200,225677,,,,,,,,,
81.06,216285,225652,,,,,,,,,
81.08,216448,225721,,,,,,,,,
81.1,216299,225776,,,,,,,,,
81.12,216326,225897,,,,,,,,,
81.14,216490,225772,,,,,,,,,
81.16,216360,225807,,,,,,,,,
81.18,216357,225941,,,,,,,,,
81.2,216521,225831,,,,,,,,,
81.22,216413,225922,,,,,,,,,
81.24,216406,226058,,,,,,,,,
81.26,216555,226075,,,,,,,,,
81.28,216493,226105,,,,,,,,,
81.3,216512,226249,,,,,,,,,
81.32,216633,226234,,,,,,,,,
81.34,216556,226349,,,,,,,,,
81.36,216599,226481,,,,,,,,,
81.38,216719,226532,,,,,,,,,
81.4,216633,226535,,,,,,,,,
81.42,216675,226677,,,,,,,,,
81.44,216773,226743,,,,,,,,,
81.46,216721,226747,,,,,,,,,
81.48,216770,226889,,,,,,,,,
81.5,216856,226945,,,,,,,,,
81.52,216758,226973,,,,,,,,,
81.54,216816,227123,,,,,,,,,
81.56,216889,227165,,,,,,,,,
81.58,216853,227164,,,,,,,,,
81.6,216884,227328,,,,,,,,,
81.62,216988,227409,,,,,,,,,
81.64,216935,227437,,,,,,,,,
81.66,216947,227549,,,,,,,,,
81.68,217048,227566,,,,,,,,,
81.7,216944,227335,,,,,,,,,
81.72,216888,227111,,,,,,,,,
81.74,216773,226731,,,,,,,,,
81.76,216594,226362,,,,,,,,,
81.78,216458,225938,,,,,,,,,
81.8,216421,225682,,,,,,,,,
81.82,216293,225450,,,,,,,,,
81.84,216177,225201,,,,,,,,,
81.86,216173,224981,,,,,,,,,
81.88,216108,224804,,,,,,,,,
81.9,215985,224696,,,,,,,,,
81.92,216031,224617,,,,,,,,,
81.94,215980,224662,,,,,,,,,
81.96,216058,224688,,,,,,,,,
81.98,216024,224769,,,,,,,,,
82,216125,224827,,,,,,,,,
82.02,216091,224848,,,,,,,,,
82.04,216170,224862,,,,,,,,,
82.06,216121,224898,,,,,,,,,
82.08,216188,224913,,,,,,,,,
82.1,216105,224955,,,,,,,,,
82.12,216216,224999,,,,,,,,,
82.14,216221,225031,,,,,,,,,
82.16,216239,225244,,,,,,,,,
82.18,216400,225209,,,,,,,,,
82.2,216246,225272,,,,,,,,,
82.22,216388,225322,,,,,,,,,
82.24,216343,225463,,,,,,,,,
82.26,216417,225550,,,,,,,,,
82.28,216407,225592,,,,,,,,,
82.3,216408,225786,,,,,,,,,
82.32,216597,225739,,,,,,,,,
82.34,216446,225851,,,,,,,,,
82.36,216498,225859,,,,,,,,,
82.38,216655,225980,,,,,,,,,
82.4,216534,226042,,,,,,,,,
82.42,216629,226145,,,,,,,,,
82.44,216634,226213,,,,,,,,,
82.46,216595,226266,,,,,,,,,
82.48,216699,226359,,,,,,,,,
82.5,216695,226460,,,,,,,,,
82.52,216663,226522,,,,,,,,,
82.54,216776,226597,,,,,,,,,
82.56,216821,226700,,,,,,,,,
82.58,216791,226714,,,,,,,,,
82.6,216854,226864,,,,,,,,,
82.62,216890,226850,,,,,,,,,
82.64,216887,226844,,,,,,,,,
82.66,216879,226645,,,,,,,,,
82.68,216713,226231,,,,,,,,,
82.7,216610,225894,,,,,,,,,
82.72,216520,225536,,,,,,,,,
82.74,216336,225186,,,,,,,,,
82.76,216272,224982,,,,,,,,,
82.78,216282,224694,,,,,,,,,
82.8,216101,224466,,,,,,,,,
82.82,215979,224351,,,,,,,,,
82.84,216089,224102,,,,,,,,,
82.86,215940,224027,,,,,,,,,
82.88,215952,224021,,,,,,,,,
82.9,215998,224085,,,,,,,,,
82.92,216009,224164,,,,,,,,,
82.94,216088,224216,,,,,,,,,
82.96,216063,224281,,,,,,,,,
82.98,216156,224299,,,,,,,,,
83,216083,224301,,,,,,,,,
83.02,216232,224337,,,,,,,,,
83.04,216120,224376,,,,,,,,,
83.06,216306,224493,,,,,,,,,
83.08,216082,224612,,,,,,,,,
83.1,216295,224605,,,,,,,,,
83.12,216184,224688,,,,,,,,,
83.14,216281,224685,,,,,,,,,
83.16,216221,224869,,,,,,,,,
83.18,216299,224918,,,,,,,,,
83.2,216389,224931,,,,,,,,,
83.22,216273,225202,,,,,,,,,
83.24,216497,225161,,,,,,,,,
83.26,216358,225276,,,,,,,,,
83.28,216448,225334,,,,,,,,,
83.3,216517,225415,,,,,,,,,
83.32,216453,225477,,,,,,,,,
83.34,216577,225583,,,,,,,,,
83.36,216529,225603,,,,,,,,,
83.38,216600,225768,,,,,,,,,
83.4,216666,225834,,,,,,,,,
83.42,216622,225852,,,,,,,,,
83.44,216603,225960,,,,,,,,,
83.46,216710,226028,,,,,,,,,
83.48,216700,226144,,,,,,,,,
83.5,216700,226144,,,,,,,,,
83.52,216788,226290,,,,,,,,,
83.54,216787,226409,,,,,,,,,
83.56,216802,226411,,,,,,,,,
83.58,216886,226546,,,,,,,,,
83.6,216893,226621,,,,,,,,,
83.62,216859,226556,,,,,,,,,
83.64,216849,226314,,,,,,,,,
83.66,216807,225986,,,,,,,,,
83.68,216551,225635,,,,,,,,,
83.7,216496,225230,,,,,,,,,
83.72,216493,224971,,,,,,,,,
83.74,216230,224761,,,,,,,,,
83.76,216219,224500,,,,,,,,,
83.78,216282,224333,,,,,,,,,
83.8,216080,224154,,,,,,,,,
83.82,216048,224163,,,,,,,,,
83.84,216178,223934,,,,,,,,,
83.86,216091,224029,,,,,,,,,
83.88,216044,224225,,,,,,,,,
83.9,216248,224143,,,,,,,,,
83.92,216182,224236,,,,,,,,,
83.94,216119,224310,,,,,,,,,
83.96,216266,224253,,,,,,,,,
83.98,216218,224242,,,,,,,,,
84,216231,224350,,,,,,,,,
84.02,216272,224340,,,,,,,,,
84.04,216175,224408,,,,,,,,,
84.06,216235,224539,,,,,,,,,
84.08,216376,224478,,,,,,,,,
84.1,216337,224598,,,,,,,,,
84.12,216301,224750,,,,,,,,,
84.14,216460,224749,,,,,,,,,
84.16,216409,224746,,,,,,,,,
84.18,216435,224907,,,,,,,,,
84.2,216512,224988,,,,,,,,,
84.22,216467,225055,,,,,,,,,
84.24,216488,225176,,,,,,,,,
84.26,216601,225177,,,,,,,,,
84.28,216537,225276,,,,,,,,,
84.3,216560,225423,,,,,,,,,
84.32,216695,225448,,,,,,,,,
84.34,216633,225435,,,,,,,,,
84.36,216668,225566,,,,,,,,,
84.38,216710,225633,,,,,,,,,
84.4,216643,225706,,,,,,,,,
84.42,216675,225797,,,,,,,,,
84.44,216768,225888,,,,,,,,,
84.46,216750,225917,,,,,,,,,
84.48,216725,226010,,,,,,,,,
84.5,216858,226111,,,,,,,,,
84.52,216850,226228,,,,,,,,,
84.54,216821,226259,,,,,,,,,
84.56,216903,226269,,,,,,,,,
84.58,216860,226161,,,,,,,,,
84.6,216772,225897,,,,,,,,,
84.62,216700,225500,,,,,,,,,
84.64,216597,225153,,,,,,,,,
84.66,216401,224833,,,,,,,,,
84.68,216353,224505,,,,,,,,,
84.7,216347,224285,,,,,,,,,
84.72,216128,224079,,,,,,,,,
84.74,216110,223883,,,,,,,,,
84.76,216209,223704,,,,,,,,,
84.78,216006,223608,,,,,,,,,
84.8,216030,223559,,,,,,,,,
84.82,215949,223620,,,,,,,,,
84.84,216100,223694,,,,,,,,,
84.86,216099,223765,,,,,,,,,
84.88,216149,223805,,,,,,,,,
84.9,216156,223829,,,,,,,,,
84.92,216196,223854,,,,,,,,,
84.94,216185,223877,,,,,,,,,
84.96,216225,223923,,,,,,,,,
84.98,216210,223955,,,,,,,,,
85,216216,224005,,,,,,,,,
85.02,216401,224114,,,,,,,,,
85.04,216238,224222,,,,,,,,,
85.06,216422,224235,,,,,,,,,
85.08,216315,224316,,,,,,,,,
85.1,216390,224435,,,,,,,,,
85.12,216398,224481,,,,,,,,,
85.14,216414,224522,,,,,,,,,
85.16,216579,224635,,,,,,,,,
85.18,216380,224740,,,,,,,,,
85.2,216537,224805,,,,,,,,,
85.22,216565,224810,,,,,,,,,
85.24,216532,225010,,,,,,,,,
85.26,216706,224991,,,,,,,,,
85.28,216630,225092,,,,,,,,,
85.3,216641,225246,,,,,,,,,
85.32,216767,225296,,,,,,,,,
85.34,216675,225316,,,,,,,,,
85.36,216772,225464,,,,,,,,,
85.38,216830,225539,,,,,,,,,
85.4,216772,225600,,,,,,,,,
85.42,216842,225739,,,,,,,,,
85.44,216961,225737,,,,,,,,,
85.46,216861,225823,,,,,,,,,
85.48,216919,225959,,,,,,,,,
85.5,217020,226021,,,,,,,,,
85.52,216929,226041,,,,,,,,,
85.54,216992,226155,,,,,,,,,
85.56,217074,226258,,,,,,,,,
85.58,217001,226255,,,,,,,,,
85.6,217051,226391,,,,,,,,,
85.62,217153,226409,,,,,,,,,
85.64,217033,226313,,,,,,,,,
85.66,217045,226086,,,,,,,,,
85.68,216960,225670,,,,,,,,,
85.7,216751,225267,,,,,,,,,
85.72,216601,224956,,,,,,,,,
85.74,216622,224499,,,,,,,,,
85.76,216425,224240,,,,,,,,,
85.78,216281,224078,,,,,,,,,
85.8,216368,223681,,,,,,,,,
85.82,216188,223514,,,,,,,,,
85.84,216138,223398,,,,,,,,,
85.86,216170,223242,,,,,,,,,
85.88,215939,223239,,,,,,,,,
85.9,216093,223292,,,,,,,,,
85.92,216011,223360,,,,,,,,,
85.94,216165,223388,,,,,,,,,
85.96,216091,223439,,,,,,,,,
85.98,216187,223453,,,,,,,,,
86,216137,223478,,,,,,,,,
86.02,216223,223495,,,,,,,,,
86.04,216200,223554,,,,,,,,,
86.06,216219,223568,,,,,,,,,
86.08,216384,223677,,,,,,,,,
86.1,216186,223786,,,,,,,,,
86.12,216416,223788,,,,,,,,,
86.14,216268,223826,,,,,,,,,
86.16,216385,223993,,,,,,,,,
86.18,216354,224054,,,,,,,,,
86.2,216404,224093,,,,,,,,,
86.22,216540,224224,,,,,,,,,
86.24,216391,224254,,,,,,,,,
86.26,216560,224361,,,,,,,,,
86.28,216495,224433,,,,,,,,,
86.3,216519,224593,,,,,,,,,
86.32,216675,224580,,,,,,,,,
86.34,216601,224679,,,,,,,,,
86.36,216591,224860,,,,,,,,,
86.38,216799,224803,,,,,,,,,
86.4,216673,224906,,,,,,,,,
86.42,216676,225120,,,,,,,,,
86.44,216879,225032,,,,,,,,,
86.46,216763,225185,,,,,,,,,
86.48,216824,225314,,,,,,,,,
86.5,216912,225370,,,,,,,,,
86.52,216861,225382,,,,,,,,,
86.54,216920,225534,,,,,,,,,
86.56,216990,225618,,,,,,,,,
86.58,216927,225654,,,,,,,,,
86.6,216992,225836,,,,,,,,,
86.62,217084,225843,,,,,,,,,
86.64,216993,225865,,,,,,,,,
86.66,217083,225985,,,,,,,,,
86.68,217111,226084,,,,,,,,,
86.7,217149,226164,,,,,,,,,
86.72,217084,226214,,,,,,,,,
86.74,217190,226245,,,,,,,,,
86.76,217148,226158,,,,,,,,,
86.78,217016,225776,,,,,,,,,
86.8,216970,225448,,,,,,,,,
86.82,216817,225048,,,,,,,,,
86.84,216620,224676,,,,,,,,,
86.86,216575,224361,,,,,,,,,
86.88,216539,224065,,,,,,,,,
86.9,216336,223831,,,,,,,,,
86.92,216310,223512,,,,,,,,,
86.94,216362,223364,,,,,,,,,
86.96,216103,223211,,,,,,,,,
86.98,216179,223118,,,,,,,,,
87,216122,223137,,,,,,,,,
87.02,216202,223172,,,,,,,,,
87.04,216106,223258,,,,,,,,,
87.06,216247,223320,,,,,,,,,
87.08,216160,223366,,,,,,,,,
87.1,216270,223377,,,,,,,,,
87.12,216240,223415,,,,,,,,,
87.14,216313,223459,,,,,,,,,
87.16,216241,223487,,,,,,,,,
87.18,216346,223539,,,,,,,,,
87.2,216341,223581,,,,,,,,,
87.22,216355,223681,,,,,,,,,
87.24,216539,223751,,,,,,,,,
87.26,216389,223868,,,,,,,,,
87.28,216520,223888,,,,,,,,,
87.3,216446,223945,,,,,,,,,
87.32,216527,224060,,,,,,,,,
87.34,216511,224090,,,,,,,,,
87.36,216516,224289,,,,,,,,,
87.38,216711,224294,,,,,,,,,
87.4,216547,224407,,,,,,,,,
87.42,216618,224424,,,,,,,,,
87.44,216763,224539,,,,,,,,,
87.46,216599,224655,,,,,,,,,
87.48,216704,224685,,,,,,,,,
87.5,216877,224782,,,,,,,,,
87.52,216741,224903,,,,,,,,,
87.54,216774,224964,,,,,,,,,
87.56,216967,225052,,,,,,,,,
87.58,216820,225158,,,,,,,,,
87.6,216866,225363,,,,,,,,,
87.62,217039,225303,,,,,,,,,
87.64,216940,225394,,,,,,,,,
87.66,216945,225570,,,,,,,,,
87.68,217138,225522,,,,,,,,,
87.7,217017,225643,,,,,,,,,
87.72,217035,225786,,,,,,,,,
87.74,217187,225730,,,,,,,,,
87.76,217122,225857,,,,,,,,,
87.78,217146,226027,,,,,,,,,
87.8,217261,226060,,,,,,,,,
87.82,217200,226053,,,,,,,,,
87.84,217217,226116,,,,,,,,,
87.86,217224,225944,,,,,,,,,
87.88,217098,225638,,,,,,,,,
87.9,216904,225197,,,,,,,,,
87.92,216864,224851,,,,,,,,,
87.94,216727,224464,,,,,,,,,
87.96,216575,224206,,,,,,,,,
87.98,216540,223926,,,,,,,,,
88,216418,223689,,,,,,,,,
88.02,216304,223426,,,,,,,,,
88.04,216335,223274,,,,,,,,,
88.06,216263,223161,,,,,,,,,
