time(second),IR,RED,,,,,,,,,
29.12,217084,227928,,,,,,,,,
29.14,216987,228042,,,,,,,,,
29.16,217016,228176,,,,,,,,,
29.18,217163,228175,,,,,,,,,
29.2,217052,228227,,,,,,,,,
29.22,217118,228360,,,,,,,,,
29.24,217201,228396,,,,,,,,,
29.26,217148,228403,,,,,,,,,
29.28,217175,228536,,,,,,,,,
29.3,217252,228611,,,,,,,,,
29.32,217206,228688,,,,,,,,,
29.34,217188,228717,,,,,,,,,
29.36,217258,228699,,,,,,,,,
29.38,217200,228482,,,,,,,,,
29.4,217112,228385,,,,,,,,,
29.42,217108,228234,,,,,,,,,
29.44,217028,228162,,,,,,,,,
29.46,216932,227985,,,,,,,,,
29.48,216989,227980,,,,,,,,,
29.5,216935,227937,,,,,,,,,
29.52,216887,227835,,,,,,,,,
29.54,216916,227833,,,,,,,,,
29.56,216856,227762,,,,,,,,,
29.58,216759,227911,,,,,,,,,
29.6,217010,227838,,,,,,,,,
29.62,216770,227986,,,,,,,,,
29.64,217050,227921,,,,,,,,,
29.66,216800,227963,,,,,,,,,
29.68,217047,228008,,,,,,,,,
29.7,216791,227981,,,,,,,,,
29.72,217053,227988,,,,,,,,,
29.74,216787,228063,,,,,,,,,
29.76,217016,228091,,,,,,,,,
29.78,216885,228124,,,,,,,,,
29.8,216977,228152,,,,,,,,,
29.82,216903,228229,,,,,,,,,
29.84,216954,228244,,,,,,,,,
29.86,216915,228310,,,,,,,,,
29.88,216951,228341,,,,,,,,,
29.9,217019,228361,,,,,,,,,
29.92,216951,228485,,,,,,,,,
29.94,217066,228437,,,,,,,,,
29.96,216964,228550,,,,,,,,,
29.98,217009,228683,,,,,,,,,
30,217164,228622,,,,,,,,,
30.02,216919,228712,,,,,,,,,
30.04,217043,228683,,,,,,,,,
30.06,217200,228774,,,,,,,,,
30.08,217016,228863,,,,,,,,,
30.1,217074,228851,,,,,,,,,
30.12,217240,228949,,,,,,,,,
30.14,217070,229030,,,,,,,,,
30.16,217141,229029,,,,,,,,,
30.18,217258,229117,,,,,,,,,
30.2,217118,229189,,,,,,,,,
30.22,217199,229235,,,,,,,,,
30.24,217379,229283,,,,,,,,,
30.26,217261,229354,,,,,,,,,
30.28,217256,229536,,,,,,,,,
30.3,217424,229459,,,,,,,,,
30.32,217297,229528,,,,,,,,,
30.34,217279,229610,,,,,,,,,
30.36,217426,229382,,,,,,,,,
30.38,217218,229219,,,,,,,,,
30.4,217184,229075,,,,,,,,,
30.42,217247,228968,,,,,,,,,
30.44,217083,228894,,,,,,,,,
30.46,217056,228791,,,,,,,,,
30.48,217131,228775,,,,,,,,,
30.5,216939,228756,,,,,,,,,
30.52,217001,228683,,,,,,,,,
30.54,217000,228630,,,,,,,,,
30.56,216886,228703,,,,,,,,,
30.58,217054,228685,,,,,,,,,
30.6,216959,228779,,,,,,,,,
30.62,217068,228783,,,,,,,,,
30.64,216990,228829,,,,,,,,,
30.66,217060,228811,,,,,,,,,
30.68,216933,228819,,,,,,,,,
30.7,217036,228812,,,,,,,,,
30.72,216964,228858,,,,,,,,,
30.74,217051,228861,,,,,,,,,
30.76,216974,228851,,,,,,,,,
30.78,217026,228932,,,,,,,,,
30.8,216903,228954,,,,,,,,,
30.82,217023,228987,,,,,,,,,
30.84,217047,229017,,,,,,,,,
30.86,217001,229055,,,,,,,,,
30.88,217145,229136,,,,,,,,,
30.9,216987,229153,,,,,,,,,
30.92,217075,229207,,,,,,,,,
30.94,217041,229243,,,,,,,,,
30.96,217055,229419,,,,,,,,,
30.98,217215,229322,,,,,,,,,
31,217018,229383,,,,,,,,,
31.02,217085,229415,,,,,,,,,
31.04,217226,229435,,,,,,,,,
31.06,217074,229522,,,,,,,,,
31.08,217132,229678,,,,,,,,,
31.1,217305,229597,,,,,,,,,
31.12,217206,229665,,,,,,,,,
31.14,217165,229822,,,,,,,,,
31.16,217346,229705,,,,,,,,,
31.18,217197,229818,,,,,,,,,
31.2,217222,229983,,,,,,,,,
31.22,217394,229913,,,,,,,,,
31.24,217229,229986,,,,,,,,,
31.26,217300,229977,,,,,,,,,
31.28,217374,230059,,,,,,,,,
31.3,217288,230053,,,,,,,,,
31.32,217346,230147,,,,,,,,,
31.34,217386,230125,,,,,,,,,
31.36,217276,229998,,,,,,,,,
31.38,217292,229899,,,,,,,,,
31.4,217238,229753,,,,,,,,,
31.42,217126,229626,,,,,,,,,
31.44,217150,229522,,,,,,,,,
31.46,217093,229430,,,,,,,,,
31.48,217006,229404,,,,,,,,,
31.5,217095,229337,,,,,,,,,
31.52,217001,229253,,,,,,,,,
31.54,216939,229220,,,,,,,,,
31.56,217026,229170,,,,,,,,,
31.58,216831,229187,,,,,,,,,
31.6,216954,229192,,,,,,,,,
31.62,216889,229240,,,,,,,,,
31.64,216963,229246,,,,,,,,,
31.66,216917,229266,,,,,,,,,
31.68,216935,229249,,,,,,,,,
31.7,216835,229264,,,,,,,,,
31.72,216927,229254,,,,,,,,,
31.74,216848,229295,,,,,,,,,
31.76,216921,229273,,,,,,,,,
31.78,216855,229304,,,,,,,,,
31.8,216888,229283,,,,,,,,,
31.82,217036,229363,,,,,,,,,
31.84,216843,229437,,,,,,,,,
31.86,216996,229415,,,,,,,,,
31.88,216847,229443,,,,,,,,,
31.9,216947,229503,,,,,,,,,
31.92,216931,229528,,,,,,,,,
31.94,216899,229672,,,,,,,,,
31.96,217081,229583,,,,,,,,,
31.98,216907,229660,,,,,,,,,
32,216969,229650,,,,,,,,,
32.02,217051,229715,,,,,,,,,
32.04,216895,229779,,,,,,,,,
32.06,216993,229746,,,,,,,,,
32.08,217129,229837,,,,,,,,,
32.1,216988,229894,,,,,,,,,
32.12,217020,230042,,,,,,,,,
32.14,217208,229987,,,,,,,,,
32.16,217023,230028,,,,,,,,,
32.18,217063,230052,,,,,,,,,
32.2,217240,230110,,,,,,,,,
32.22,217023,230176,,,,,,,,,
32.24,217109,230175,,,,,,,,,
32.26,217265,230236,,,,,,,,,
32.28,217110,230316,,,,,,,,,
32.3,217155,230473,,,,,,,,,
32.32,217324,230365,,,,,,,,,
32.34,217240,230441,,,,,,,,,
32.36,217182,230533,,,,,,,,,
32.38,217293,230291,,,,,,,,,
32.4,217157,230151,,,,,,,,,
32.42,217059,229945,,,,,,,,,
32.44,217163,229860,,,,,,,,,
32.46,216906,229760,,,,,,,,,
32.48,216916,229598,,,,,,,,,
32.5,216990,229558,,,,,,,,,
32.52,216811,229481,,,,,,,,,
32.54,216831,229353,,,,,,,,,
32.56,216771,229292,,,,,,,,,
32.58,216692,229151,,,,,,,,,
32.6,216760,229134,,,,,,,,,
32.62,216688,229177,,,,,,,,,
32.64,216754,229140,,,,,,,,,
32.66,216703,229208,,,,,,,,,
32.68,216740,229171,,,,,,,,,
32.7,216677,229178,,,,,,,,,
32.72,216717,229161,,,,,,,,,
32.74,216644,229172,,,,,,,,,
32.76,216711,229158,,,,,,,,,
32.78,216623,229171,,,,,,,,,
32.8,216724,229156,,,,,,,,,
32.82,216712,229152,,,,,,,,,
32.84,216700,229210,,,,,,,,,
32.86,216860,229264,,,,,,,,,
32.88,216690,229322,,,,,,,,,
32.9,216834,229286,,,,,,,,,
32.92,216728,229325,,,,,,,,,
32.94,216769,229363,,,,,,,,,
32.96,216774,229339,,,,,,,,,
32.98,216761,229508,,,,,,,,,
33,216896,229453,,,,,,,,,
33.02,216736,229505,,,,,,,,,
33.04,216804,229545,,,,,,,,,
33.06,216963,229561,,,,,,,,,
33.08,216859,229608,,,,,,,,,
33.1,216844,229766,,,,,,,,,
33.12,217006,229687,,,,,,,,,
33.14,216854,229745,,,,,,,,,
33.16,216890,229720,,,,,,,,,
33.18,217038,229816,,,,,,,,,
33.2,216862,229892,,,,,,,,,
33.22,216927,229873,,,,,,,,,
33.24,217104,229962,,,,,,,,,
33.26,216905,230022,,,,,,,,,
33.28,216989,230184,,,,,,,,,
33.3,217157,230089,,,,,,,,,
33.32,216985,230179,,,,,,,,,
33.34,217054,230167,,,,,,,,,
33.36,217224,230253,,,,,,,,,
33.38,217055,230337,,,,,,,,,
33.4,217113,230304,,,,,,,,,
33.42,217234,230311,,,,,,,,,
33.44,217059,230198,,,,,,,,,
33.46,217063,230003,,,,,,,,,
33.48,217015,229812,,,,,,,,,
33.5,216890,229583,,,,,,,,,
33.52,216866,229480,,,,,,,,,
33.54,216778,229352,,,,,,,,,
33.56,216678,229193,,,,,,,,,
33.58,216688,229014,,,,,,,,,
33.6,216650,228898,,,,,,,,,
33.62,216566,228805,,,,,,,,,
33.64,216549,228689,,,,,,,,,
33.66,216577,228670,,,,,,,,,
33.68,216558,228655,,,,,,,,,
33.7,216575,228670,,,,,,,,,
33.72,216564,228672,,,,,,,,,
33.74,216586,228672,,,,,,,,,
33.76,216549,228653,,,,,,,,,
33.78,216585,228638,,,,,,,,,
33.8,216554,228622,,,,,,,,,
33.82,216582,228628,,,,,,,,,
33.84,216553,228633,,,,,,,,,
33.86,216728,228678,,,,,,,,,
33.88,216520,228734,,,,,,,,,
33.9,216695,228682,,,,,,,,,
33.92,216566,228668,,,,,,,,,
33.94,216634,228755,,,,,,,,,
33.96,216575,228800,,,,,,,,,
33.98,216616,228750,,,,,,,,,
34,216717,228831,,,,,,,,,
34.02,216642,228869,,,,,,,,,
34.04,216686,228895,,,,,,,,,
34.06,216683,228931,,,,,,,,,
34.08,216669,228944,,,,,,,,,
34.1,216759,228974,,,,,,,,,
34.12,216712,229006,,,,,,,,,
34.14,216753,229100,,,,,,,,,
34.16,216855,229125,,,,,,,,,
34.18,216752,229069,,,,,,,,,
34.2,216821,229211,,,,,,,,,
34.22,216885,229258,,,,,,,,,
34.24,216815,229258,,,,,,,,,
34.26,216825,229331,,,,,,,,,
34.28,216911,229371,,,,,,,,,
34.3,216863,229395,,,,,,,,,
34.32,216855,229433,,,,,,,,,
34.34,216942,229503,,,,,,,,,
34.36,216942,229582,,,,,,,,,
34.38,216934,229585,,,,,,,,,
34.4,217006,229641,,,,,,,,,
34.42,217039,229717,,,,,,,,,
34.44,216958,229741,,,,,,,,,
34.46,217056,229800,,,,,,,,,
34.48,217037,229781,,,,,,,,,
34.5,216963,229557,,,,,,,,,
34.52,216962,229411,,,,,,,,,
34.54,216920,229215,,,,,,,,,
34.56,216789,229004,,,,,,,,,
34.58,216739,228774,,,,,,,,,
34.6,216690,228614,,,,,,,,,
34.62,216591,228462,,,,,,,,,
34.64,216550,228263,,,,,,,,,
34.66,216498,228155,,,,,,,,,
34.68,216412,228039,,,,,,,,,
34.7,216455,227946,,,,,,,,,
34.72,216372,227932,,,,,,,,,
34.74,216445,227928,,,,,,,,,
34.76,216354,227944,,,,,,,,,
34.78,216448,227946,,,,,,,,,
34.8,216315,227950,,,,,,,,,
34.82,216447,227924,,,,,,,,,
34.84,216301,227919,,,,,,,,,
34.86,216435,227888,,,,,,,,,
34.88,216377,227875,,,,,,,,,
34.9,216418,227902,,,,,,,,,
34.92,216492,227894,,,,,,,,,
34.94,216343,228053,,,,,,,,,
34.96,216564,227974,,,,,,,,,
34.98,216408,228011,,,,,,,,,
35,216535,227987,,,,,,,,,
35.02,216469,228110,,,,,,,,,
35.04,216522,228117,,,,,,,,,
35.06,216589,228184,,,,,,,,,
35.08,216516,228231,,,,,,,,,
35.1,216650,228215,,,,,,,,,
35.12,216599,228278,,,,,,,,,
35.14,216597,228354,,,,,,,,,
35.16,216723,228278,,,,,,,,,
35.18,216680,228401,,,,,,,,,
35.2,216646,228494,,,,,,,,,
35.22,216783,228490,,,,,,,,,
35.24,216710,228510,,,,,,,,,
35.26,216749,228631,,,,,,,,,
35.28,216859,228623,,,,,,,,,
35.3,216766,228700,,,,,,,,,
35.32,216798,228783,,,,,,,,,
35.34,216922,228828,,,,,,,,,
35.36,216839,228818,,,,,,,,,
35.38,216882,228910,,,,,,,,,
35.4,216949,228978,,,,,,,,,
35.42,216889,228951,,,,,,,,,
35.44,216924,229042,,,,,,,,,
35.46,217037,229148,,,,,,,,,
35.48,216979,229106,,,,,,,,,
35.5,217015,229225,,,,,,,,,
35.52,217078,229288,,,,,,,,,
35.54,217031,229324,,,,,,,,,
35.56,216987,229239,,,,,,,,,
35.58,217034,229075,,,,,,,,,
35.6,216939,228850,,,,,,,,,
35.62,216794,228524,,,,,,,,,
35.64,216766,228300,,,,,,,,,
35.66,216650,228080,,,,,,,,,
35.68,216555,227856,,,,,,,,,
35.7,216577,227737,,,,,,,,,
35.72,216475,227593,,,,,,,,,
35.74,216413,227454,,,,,,,,,
35.76,216434,227315,,,,,,,,,
35.78,216405,227240,,,,,,,,,
35.8,216398,227223,,,,,,,,,
35.82,216408,227235,,,,,,,,,
35.84,216428,227270,,,,,,,,,
35.86,216456,227289,,,,,,,,,
35.88,216451,227258,,,,,,,,,
35.9,216468,227238,,,,,,,,,
35.92,216450,227256,,,,,,,,,
35.94,216507,227241,,,,,,,,,
35.96,216452,227272,,,,,,,,,
35.98,216646,227317,,,,,,,,,
36,216453,227386,,,,,,,,,
36.02,216601,227348,,,,,,,,,
36.04,216503,227417,,,,,,,,,
36.06,216595,227450,,,,,,,,,
36.08,216542,227478,,,,,,,,,
36.1,216609,227454,,,,,,,,,
36.12,216754,227559,,,,,,,,,
36.14,216638,227577,,,,,,,,,
36.16,216722,227673,,,,,,,,,
36.18,216698,227680,,,,,,,,,
36.2,216710,227865,,,,,,,,,
36.22,216898,227792,,,,,,,,,
36.24,216747,227879,,,,,,,,,
36.26,216820,227857,,,,,,,,,
36.28,216999,227957,,,,,,,,,
36.3,216814,228051,,,,,,,,,
36.32,216885,228206,,,,,,,,,
36.34,217076,228110,,,,,,,,,
36.36,216965,228197,,,,,,,,,
36.38,216947,228376,,,,,,,,,
36.4,217124,228294,,,,,,,,,
36.42,217050,228376,,,,,,,,,
36.44,217036,228513,,,,,,,,,
36.46,217181,228476,,,,,,,,,
36.48,217095,228541,,,,,,,,,
36.5,217141,228655,,,,,,,,,
36.52,217234,228691,,,,,,,,,
36.54,217180,228693,,,,,,,,,
36.56,217191,228804,,,,,,,,,
36.58,217276,228869,,,,,,,,,
36.6,217229,228803,,,,,,,,,
36.62,217223,228774,,,,,,,,,
36.64,217248,228567,,,,,,,,,
36.66,217127,228256,,,,,,,,,
36.68,217000,228027,,,,,,,,,
36.7,216977,227741,,,,,,,,,
36.72,216806,227484,,,,,,,,,
36.74,216789,227367,,,,,,,,,
36.76,216757,227190,,,,,,,,,
36.78,216660,227004,,,,,,,,,
36.8,216611,226903,,,,,,,,,
36.82,216665,226771,,,,,,,,,
36.84,216497,226721,,,,,,,,,
36.86,216583,226722,,,,,,,,,
36.88,216493,226780,,,,,,,,,
36.9,216621,226790,,,,,,,,,
36.92,216543,226821,,,,,,,,,
36.94,216654,226804,,,,,,,,,
36.96,216532,226808,,,,,,,,,
36.98,216654,226798,,,,,,,,,
37,216565,226832,,,,,,,,,
37.02,216676,226828,,,,,,,,,
37.04,216647,226865,,,,,,,,,
37.06,216673,226846,,,,,,,,,
37.08,216859,226970,,,,,,,,,
37.1,216691,227045,,,,,,,,,
37.12,216871,227056,,,,,,,,,
37.14,216774,227051,,,,,,,,,
37.16,216822,227164,,,,,,,,,
37.18,216831,227211,,,,,,,,,
37.2,216842,227280,,,,,,,,,
37.22,217027,227329,,,,,,,,,
37.24,216855,227344,,,,,,,,,
37.26,216954,227445,,,,,,,,,
37.28,216935,227479,,,,,,,,,
37.3,216935,227504,,,,,,,,,
37.32,217005,227602,,,,,,,,,
37.34,217009,227687,,,,,,,,,
37.36,216973,227748,,,,,,,,,
37.38,217074,227788,,,,,,,,,
37.4,217083,227899,,,,,,,,,
37.42,217045,227861,,,,,,,,,
37.44,217144,227973,,,,,,,,,
37.46,217164,228072,,,,,,,,,
37.48,217132,228160,,,,,,,,,
37.5,217208,228188,,,,,,,,,
37.52,217250,228253,,,,,,,,,
37.54,217199,228351,,,,,,,,,
37.56,217266,228347,,,,,,,,,
37.58,217348,228449,,,,,,,,,
37.6,217222,228531,,,,,,,,,
37.62,217319,228534,,,,,,,,,
37.64,217486,228662,,,,,,,,,
37.66,217377,228723,,,,,,,,,
37.68,217399,228865,,,,,,,,,
37.7,217533,228652,,,,,,,,,
37.72,217349,228452,,,,,,,,,
37.74,217228,228254,,,,,,,,,
37.76,217286,227820,,,,,,,,,
37.78,217048,227544,,,,,,,,,
37.8,216930,227396,,,,,,,,,
37.82,217009,227039,,,,,,,,,
37.84,216878,226905,,,,,,,,,
37.86,216771,226752,,,,,,,,,
37.88,216799,226563,,,,,,,,,
37.9,216645,226390,,,,,,,,,
37.92,216649,226318,,,,,,,,,
37.94,216670,226297,,,,,,,,,
37.96,216627,226322,,,,,,,,,
37.98,216756,226342,,,,,,,,,
38,216675,226368,,,,,,,,,
38.02,216799,226365,,,,,,,,,
38.04,216698,226355,,,,,,,,,
38.06,216831,226336,,,,,,,,,
38.08,216693,226357,,,,,,,,,
38.1,216869,226440,,,,,,,,,
38.12,216678,226515,,,,,,,,,
38.14,216872,226511,,,,,,,,,
38.16,216770,226517,,,,,,,,,
38.18,216824,226632,,,,,,,,,
38.2,216760,226696,,,,,,,,,
38.22,216859,226716,,,,,,,,,
38.24,216902,226794,,,,,,,,,
38.26,216874,226958,,,,,,,,,
38.28,217054,226893,,,,,,,,,
38.3,216897,226950,,,,,,,,,
38.32,216988,227025,,,,,,,,,
38.34,217020,227018,,,,,,,,,
38.36,216991,227217,,,,,,,,,
38.38,217164,227194,,,,,,,,,
38.4,217090,227262,,,,,,,,,
38.42,217046,227436,,,,,,,,,
38.44,217220,227355,,,,,,,,,
38.46,217141,227477,,,,,,,,,
38.48,217124,227640,,,,,,,,,
38.5,217306,227566,,,,,,,,,
38.52,217228,227690,,,,,,,,,
38.54,217204,227866,,,,,,,,,
38.56,217378,227775,,,,,,,,,
38.58,217325,227883,,,,,,,,,
38.6,217286,228028,,,,,,,,,
38.62,217422,228035,,,,,,,,,
38.64,217357,228068,,,,,,,,,
38.66,217410,228148,,,,,,,,,
38.68,217444,228259,,,,,,,,,
38.7,217430,228228,,,,,,,,,
38.72,217453,228387,,,,,,,,,
38.74,217531,228431,,,,,,,,,
38.76,217474,228292,,,,,,,,,
38.78,217448,228170,,,,,,,,,
38.8,217367,227853,,,,,,,,,
38.82,217186,227523,,,,,,,,,
38.84,217031,227198,,,,,,,,,
38.86,217036,226976,,,,,,,,,
38.88,216941,226752,,,,,,,,,
38.9,216810,226527,,,,,,,,,
38.92,216884,226382,,,,,,,,,
38.94,216735,226131,,,,,,,,,
38.96,216670,226028,,,,,,,,,
38.98,216705,225927,,,,,,,,,
39,216614,225900,,,,,,,,,
39.02,216710,225930,,,,,,,,,
39.04,216650,225967,,,,,,,,,
39.06,216732,226021,,,,,,,,,
39.08,216697,226025,,,,,,,,,
39.1,216771,226035,,,,,,,,,
39.12,216718,226001,,,,,,,,,
39.14,216780,226022,,,,,,,,,
39.16,216729,226088,,,,,,,,,
39.18,216798,226136,,,,,,,,,
39.2,216746,226154,,,,,,,,,
39.22,216812,226222,,,,,,,,,
39.24,216898,226230,,,,,,,,,
39.26,216844,226428,,,,,,,,,
39.28,217019,226389,,,,,,,,,
39.3,216907,226462,,,,,,,,,
39.32,217001,226514,,,,,,,,,
39.34,216881,226607,,,,,,,,,
39.36,216982,226631,,,,,,,,,
39.38,217030,226712,,,,,,,,,
39.4,217003,226740,,,,,,,,,
39.42,217076,226829,,,,,,,,,
39.44,217050,226839,,,,,,,,,
39.46,217101,227014,,,,,,,,,
39.48,217164,226943,,,,,,,,,
39.5,217151,227087,,,,,,,,,
39.52,217141,227226,,,,,,,,,
39.54,217278,227261,,,,,,,,,
39.56,217219,227265,,,,,,,,,
39.58,217249,227383,,,,,,,,,
39.6,217332,227464,,,,,,,,,
39.62,217237,227510,,,,,,,,,
39.64,217285,227652,,,,,,,,,
39.66,217448,227627,,,,,,,,,
39.68,217351,227717,,,,,,,,,
39.7,217367,227848,,,,,,,,,
39.72,217489,227904,,,,,,,,,
39.74,217401,227903,,,,,,,,,
39.76,217471,228038,,,,,,,,,
39.78,217525,228098,,,,,,,,,
39.8,217488,228139,,,,,,,,,
39.82,217430,228029,,,,,,,,,
39.84,217439,227833,,,,,,,,,
39.86,217294,227504,,,,,,,,,
39.88,217130,227123,,,,,,,,,
39.9,217088,226844,,,,,,,,,
39.92,216973,226585,,,,,,,,,
39.94,216850,226373,,,,,,,,,
39.96,216838,226128,,,,,,,,,
39.98,216832,225945,,,,,,,,,
40,216685,225807,,,,,,,,,
40.02,216677,225606,,,,,,,,,
40.04,216687,225531,,,,,,,,,
40.06,216631,225513,,,,,,,,,
40.08,216724,225545,,,,,,,,,
40.1,216664,225595,,,,,,,,,
40.12,216806,225607,,,,,,,,,
40.14,216705,225618,,,,,,,,,
40.16,216885,225620,,,,,,,,,
40.18,216683,225627,,,,,,,,,
40.2,216892,225656,,,,,,,,,
40.22,216710,225830,,,,,,,,,
40.24,216885,225779,,,,,,,,,
40.26,216763,225820,,,,,,,,,
40.28,216853,225811,,,,,,,,,
40.3,216770,225971,,,,,,,,,
40.32,216876,226010,,,,,,,,,
40.34,216872,226072,,,,,,,,,
40.36,216903,226138,,,,,,,,,
40.38,216963,226211,,,,,,,,,
40.4,216899,226258,,,,,,,,,
40.42,217028,226351,,,,,,,,,
40.44,216982,226387,,,,,,,,,
40.46,216993,226436,,,,,,,,,
40.48,217171,226538,,,,,,,,,
40.5,216959,226624,,,,,,,,,
40.52,217080,226621,,,,,,,,,
40.54,217222,226732,,,,,,,,,
40.56,217093,226825,,,,,,,,,
40.58,217143,226824,,,,,,,,,
40.6,217326,226948,,,,,,,,,
40.62,217112,227051,,,,,,,,,
40.64,217221,227049,,,,,,,,,
40.66,217336,227171,,,,,,,,,
40.68,217170,227264,,,,,,,,,
40.7,217290,227321,,,,,,,,,
40.72,217453,227370,,,,,,,,,
40.74,217342,227465,,,,,,,,,
40.76,217341,227653,,,,,,,,,
40.78,217541,227579,,,,,,,,,
40.8,217459,227614,,,,,,,,,
40.82,217377,227604,,,,,,,,,
40.84,217451,227188,,,,,,,,,
40.86,217236,226878,,,,,,,,,
40.88,217099,226638,,,,,,,,,
40.9,217104,226231,,,,,,,,,
40.92,216912,225956,,,,,,,,,
40.94,216857,225789,,,,,,,,,
40.96,216829,225581,,,,,,,,,
40.98,216692,225360,,,,,,,,,
41,216684,225282,,,,,,,,,
41.02,216714,225181,,,,,,,,,
41.04,216584,225214,,,,,,,,,
41.06,216702,225204,,,,,,,,,
41.08,216650,225317,,,,,,,,,
41.1,216773,225314,,,,,,,,,
41.12,216695,225339,,,,,,,,,
41.14,216762,225324,,,,,,,,,
41.16,216709,225400,,,,,,,,,
41.18,216810,225359,,,,,,,,,
41.2,216695,225385,,,,,,,,,
41.22,216771,225394,,,,,,,,,
41.24,216750,225511,,,,,,,,,
41.26,216821,225542,,,,,,,,,
41.28,216813,225627,,,,,,,,,
41.3,216813,225659,,,,,,,,,
41.32,217006,225749,,,,,,,,,
41.34,216826,225880,,,,,,,,,
41.36,217009,225888,,,,,,,,,
41.38,216867,225981,,,,,,,,,
41.4,216972,226012,,,,,,,,,
41.42,217030,226083,,,,,,,,,
41.44,217003,226192,,,,,,,,,
41.46,217110,226195,,,,,,,,,
41.48,217051,226272,,,,,,,,,
41.5,217087,226416,,,,,,,,,
41.52,217184,226379,,,,,,,,,
41.54,217147,226501,,,,,,,,,
41.56,217091,226677,,,,,,,,,
41.58,217280,226581,,,,,,,,,
41.6,217208,226727,,,,,,,,,
41.62,217182,226876,,,,,,,,,
41.64,217343,226857,,,,,,,,,
41.66,217279,226914,,,,,,,,,
41.68,217306,227084,,,,,,,,,
41.7,217429,227124,,,,,,,,,
41.72,217349,227120,,,,,,,,,
41.74,217424,227234,,,,,,,,,
41.76,217454,227175,,,,,,,,,
41.78,217338,226892,,,,,,,,,
41.8,217242,226629,,,,,,,,,
41.82,217151,226246,,,,,,,,,
41.84,216977,225905,,,,,,,,,
41.86,216840,225515,,,,,,,,,
41.88,216803,225298,,,,,,,,,
41.9,216730,225119,,,,,,,,,
41.92,216603,224873,,,,,,,,,
41.94,216591,224688,,,,,,,,,
41.96,216537,224580,,,,,,,,,
41.98,216401,224580,,,,,,,,,
42,216629,224499,,,,,,,,,
42.02,216412,224643,,,,,,,,,
42.04,216661,224635,,,,,,,,,
42.06,216480,224732,,,,,,,,,
42.08,216714,224681,,,,,,,,,
42.1,216548,224756,,,,,,,,,
42.12,216741,224712,,,,,,,,,
42.14,216541,224782,,,,,,,,,
42.16,216747,224790,,,,,,,,,
42.18,216619,224806,,,,,,,,,
42.2,216731,224805,,,,,,,,,
42.22,216649,224988,,,,,,,,,
42.24,216758,225005,,,,,,,,,
42.26,216723,225107,,,,,,,,,
42.28,216784,225120,,,,,,,,,
42.3,216955,225235,,,,,,,,,
42.32,216784,225309,,,,,,,,,
42.34,216919,225361,,,,,,,,,
42.36,216837,225456,,,,,,,,,
42.38,216864,225624,,,,,,,,,
42.4,217060,225594,,,,,,,,,
42.42,216935,225647,,,,,,,,,
42.44,216974,225747,,,,,,,,,
42.46,217008,225817,,,,,,,,,
42.48,216948,225916,,,,,,,,,
42.5,217064,225975,,,,,,,,,
42.52,217109,226061,,,,,,,,,
42.54,217052,226099,,,,,,,,,
42.56,217151,226206,,,,,,,,,
42.58,217167,226293,,,,,,,,,
42.6,217146,226398,,,,,,,,,
42.62,217204,226401,,,,,,,,,
42.64,217345,226527,,,,,,,,,
42.66,217178,226618,,,,,,,,,
42.68,217272,226684,,,,,,,,,
42.7,217425,226744,,,,,,,,,
42.72,217311,226860,,,,,,,,,
42.74,217342,226989,,,,,,,,,
42.76,217493,226878,,,,,,,,,
42.78,217318,226708,,,,,,,,,
42.8,217260,226506,,,,,,,,,
42.82,217284,225943,,,,,,,,,
42.84,217041,225617,,,,,,,,,
42.86,216860,225406,,,,,,,,,
42.88,216907,224954,,,,,,,,,
42.9,216702,224731,,,,,,,,,
42.92,216610,224479,,,,,,,,,
42.94,216654,224304,,,,,,,,,
42.96,216454,224119,,,,,,,,,
42.98,216436,223945,,,,,,,,,
43,216560,223895,,,,,,,,,
43.02,216416,223957,,,,,,,,,
43.04,216576,224022,,,,,,,,,
43.06,216499,224083,,,,,,,,,
43.08,216656,224118,,,,,,,,,
43.1,216485,224153,,,,,,,,,
43.12,216699,224181,,,,,,,,,
43.14,216472,224185,,,,,,,,,
43.16,216731,224218,,,,,,,,,
43.18,216572,224333,,,,,,,,,
43.2,216726,224412,,,,,,,,,
43.22,216627,224474,,,,,,,,,
43.24,216726,224512,,,,,,,,,
43.26,216653,224631,,,,,,,,,
43.28,216732,224697,,,,,,,,,
43.3,216706,224789,,,,,,,,,
43.32,216751,224805,,,,,,,,,
43.34,216881,224935,,,,,,,,,
43.36,216773,224977,,,,,,,,,
43.38,216868,225074,,,,,,,,,
43.4,216849,225131,,,,,,,,,
43.42,216872,225334,,,,,,,,,
43.44,217036,225293,,,,,,,,,
43.46,216835,225406,,,,,,,,,
43.48,216949,225411,,,,,,,,,
43.5,217085,225566,,,,,,,,,
43.52,216948,225619,,,,,,,,,
43.54,217056,225681,,,,,,,,,
43.56,217139,225783,,,,,,,,,
43.58,217050,225818,,,,,,,,,
43.6,217149,225937,,,,,,,,,
43.62,217143,226045,,,,,,,,,
43.64,217148,226066,,,,,,,,,
43.66,217231,226174,,,,,,,,,
43.68,217242,226267,,,,,,,,,
43.7,217226,226304,,,,,,,,,
43.72,217322,226405,,,,,,,,,
43.74,217331,226505,,,,,,,,,
43.76,217300,226574,,,,,,,,,
43.78,217400,226649,,,,,,,,,
43.8,217436,226660,,,,,,,,,
43.82,217320,226484,,,,,,,,,
43.84,217335,226190,,,,,,,,,
